Account No,Customer Name,Phone,Credit Limit,Outstanding Balance,Salesman,Payment Terms,TRN
CN-02751,Al Manara Construction Co,0585809278,,13686.10,Mahmoud,30 days,153869650419805
CN-02752,Marina Engineering Consultants,0571563188,,27999.43,Khaled,60 days,155031785028504
CN-02753,Modern Fit-out Co,0521112495,25000,AED 37179.12,Mahmoud,90 days,
CN-02754,Emirates Real Estate Development,0522926978,50000,42232.33,Rakesh,60 days,171620298304574
CN-02755,Reliable Trading Est,0595995054,10000,"13,864.80",Mahmoud,30 days,
CN-02756,Oasis Contracting LLC,0548244829,10000,"18.033,53",Anwar,30 days,166012289204648
CN-02757,Prime MEP Services,0556796201,100000,48946.66,Rakesh,COD,122484169611969
CN-02758,Falcon Construction Co,0587606662,100000,22140.35,Suresh,30 days,
CN-02759,Prime Builders LLC,0568990915,50000,AED 52459.94,Suresh,60 days,186390743622871
CN-02760,Emirates Maintenance Co,0567393220,50000,48543.34,Rakesh,45 days,104369181652235
CN-02761,Union Engineering Consultants,0550142713,,"32,293.64",Mahmoud,Cash,125379572623190
CN-02762,Desert Interiors LLC,0551101782,100000,"45.647,28",Mahmoud,45 days,109350935818236
CN-02763,Marina Construction Co,0536864350,25000,51448.09,Joseph,COD,119542787535171
CN-02764,Falcon MEP Services,0535628986,100000,36080.07,Suresh,90 days,134547894232105
CN-02765,Al Reem Interiors LLC,0550116826,10000,AED 25108.21,Khaled,30 days,157449890253183
CN-02766,Capital MEP Services,0513642294,50000,26077.89,Khaled,30 days,184565501298532
CN-02767,Reliable Trading Est,0571650725,10000,"28,034.26",Joseph,60 days,181201285165659
CN-02768,National Trading Est,0526325986,10000,"57.931,57",Anwar,30 days,195593630953174
CN-02769,Marina Trading Est,0559016730,,39379.72,Mahmoud,60 days,176034343521654
CN-02770,Prime MEP Services,0568039107,100000,10244.58,Khaled,COD,118107576678567
CN-02771,Meraas Real Estate Development,0580707697,,AED 30725.32,Joseph,COD,121686820102855
CN-02772,Prime MEP Services,0569788563,25000,34128.86,Anwar,60 days,103894594038113
CN-02773,Falcon Interiors LLC,0550893838,,"24,373.69",Joseph,Cash,187005120192713
CN-02774,Oasis Construction Co,0556365913,100000,"49.420,03",Anwar,30 days,139478169066499
CN-02775,Emirates Builders LLC,0565332612,10000,32958.44,Joseph,90 days,110036994122439
CN-02776,Union Maintenance Co,0593244781,50000,10904.72,Suresh,90 days,160252637439802
CN-02777,Falcon Real Estate Development,0539828489,50000,AED 2662.45,Anwar,30 days,109003727106080
CN-02778,Prime Interiors LLC,0542580274,10000,20136.78,Rakesh,COD,148956589975047
CN-02779,Oasis Maintenance Co,0565332575,50000,"32,949.09",Mahmoud,90 days,194600583547363
CN-02780,Capital Construction Co,0516462434,25000,"266,52",Joseph,60 days,188398497357959
CN-02781,Capital Contracting LLC,0523056194,10000,23201.11,Khaled,COD,160362147868093
CN-02782,Falcon Fit-out Co,0591518068,25000,20447.70,Khaled,COD,119158145723665
CN-02783,Desert Real Estate Development,0580971153,,AED 41601.50,Khaled,90 days,153472356590114
CN-02784,Emirates Fit-out Co,0539086583,50000,26303.69,Khaled,45 days,183936933052582
CN-02785,Gulf Contracting LLC,0516875339,25000,"47,778.06",Rakesh,45 days,132626436493140
CN-02786,Emirates MEP Services,0591601851,,"17.714,82",Suresh,60 days,126001039199228
CN-02787,Union Interiors LLC,0516947230,50000,33993.66,Suresh,60 days,124510974949937
CN-02788,Modern Builders LLC,0580052656,100000,8281.77,Suresh,90 days,115618062053809
CN-02789,Oasis Fit-out Co,0536046033,50000,AED 47877.84,Rakesh,45 days,130235237634114
CN-02790,Capital Real Estate Development,0547180575,50000,1085.02,Mahmoud,45 days,174091756675778
CN-02791,Falcon Interiors LLC,0572290672,10000,"45,437.78",Joseph,COD,122776257264847
CN-02792,Emirates Builders LLC,0541545575,100000,"39.924,42",Anwar,30 days,157605495537958
CN-02793,Al Manara Builders LLC,0588733579,50000,40853.31,Suresh,COD,141995136020202
CN-02794,Marina Trading Est,0557763018,100000,22914.89,Khaled,Cash,132743564631093
CN-02795,Prime Contracting LLC,0567008741,10000,AED 24565.21,Suresh,Cash,167143184995995
CN-02796,Falcon Maintenance Co,0542238320,50000,35616.59,Rakesh,60 days,188726532302323
CN-02797,Emirates Contracting LLC,0584097019,25000,"8,135.74",Khaled,Cash,161145921234362
CN-02798,Pearl Builders LLC,0572029940,,"34.991,90",Mahmoud,60 days,166865721686798
CN-02799,Capital Construction Co,0555631310,25000,48090.96,Anwar,60 days,168447256646291
CN-02800,Gulf MEP Services,0580671199,10000,39185.93,Suresh,COD,190584516674372
CN-02801,Al Manara Builders LLC,0520613308,25000,AED 20155.60,Anwar,60 days,177205088750871
CN-02802,Gulf Trading Est,0593297431,10000,53782.49,Mahmoud,COD,172935811359712
CN-02803,Union Engineering Consultants,0522532863,,"6,951.45",Anwar,COD,196700109462089
CN-02804,Desert Fit-out Co,0561755922,100000,"20.531,45",Rakesh,45 days,157270208864929
CN-02805,Emirates Interiors LLC,0577295102,,12057.55,Khaled,45 days,139281401623235
CN-02806,Desert Trading Est,0558505605,50000,47997.60,Joseph,Cash,112532967344558
CN-02807,Falcon Maintenance Co,0515941660,10000,AED 45849.01,Anwar,30 days,130449814483318
CN-02808,Gulf Builders LLC,0565762198,10000,47547.97,Rakesh,30 days,131219790599027
CN-02809,Marina Construction Co,0589107048,10000,"34,824.51",Khaled,Cash,154566510704061
CN-02810,Reliable Trading Est,0540732989,10000,"21.364,90",Mahmoud,COD,181260980583384
CN-02811,Al Manara Real Estate Development,0573678297,50000,12484.07,Mahmoud,Cash,103675192091155
CN-02812,Al Reem Builders LLC,0598047601,,23397.91,Suresh,Cash,110931351348512
CN-02813,Modern Maintenance Co,0552265808,10000,AED 386.30,Rakesh,30 days,128626952607130
CN-02814,Emirates Trading Est,0590560733,100000,8700.63,Mahmoud,Cash,174254043174848
CN-02815,Al Reem Real Estate Development,0548204190,25000,"1,748.35",Suresh,30 days,111676583117391
CN-02816,Emirates Construction Co,0520717236,100000,"40.647,52",Anwar,COD,113623301580107
CN-02817,Emirates Contracting LLC,0560215347,100000,24637.76,Anwar,30 days,191259664219245
CN-02818,Pearl Construction Co,0570078190,10000,51671.33,Khaled,60 days,148205118493330
CN-02819,Union Contracting LLC,0547246160,,AED 9189.53,Joseph,90 days,125673914156002
CN-02820,National Trading Est,0541526358,10000,46509.44,Khaled,30 days,103650371897444
CN-02821,Falcon Trading Est,0569442023,100000,"25,300.55",Khaled,45 days,187920172134937
CN-02822,Falcon Interiors LLC,0530798279,25000,"20.753,87",Rakesh,COD,
CN-02823,Pearl Trading Est,0588519393,10000,47251.13,Joseph,90 days,162210669962134
CN-02824,Emirates Contracting LLC,0546651553,25000,-,Mahmoud,Cash,193631836458659
CN-02825,Prime Fit-out Co,0584117319,50000,AED 51770.01,Suresh,COD,145246940169930
CN-02826,Falcon Contracting LLC,0536994065,100000,30550.44,Suresh,30 days,130370610348696
CN-02827,Al Reem Construction Co,0533642988,50000,"29,802.62",Mahmoud,45 days,161937382124708
CN-02828,Gulf Builders LLC,0520080198,10000,"54.391,03",Rakesh,30 days,183618618495887
CN-02829,Union Contracting LLC,0591467809,50000,31985.92,Joseph,30 days,165588554429161
CN-02830,Desert Contracting LLC,0539944196,50000,42031.16,Joseph,Cash,161799514570575
CN-02831,Al Manara Construction Co,0523772495,10000,AED 9890.12,Mahmoud,30 days,119495719403823
CN-02832,Marina MEP Services,0576526578,50000,39158.83,Khaled,30 days,110867716465654
CN-02833,Modern Fit-out Co,0546386486,100000,"3,316.70",Joseph,90 days,174567217850697
CN-02834,Modern Builders LLC,0519720555,100000,"17.333,74",Khaled,COD,128346364282699
CN-02835,National Interiors LLC,0511212394,,23196.43,Suresh,30 days,100323240000227
CN-02836,Al Manara Builders LLC,0566442498,50000,12201.90,Joseph,60 days,161653503518401
CN-02837,Capital Interiors LLC,0541184480,25000,AED 59768.75,Suresh,30 days,146148483494157
CN-02838,Capital Construction Co,0553426684,50000,49187.92,Khaled,45 days,195671148360028
CN-02839,Falcon Maintenance Co,0555175955,25000,"56,501.83",Joseph,30 days,137961444024698
CN-02840,Gulf Trading Est,0567771666,50000,"35.422,87",Khaled,45 days,145758215083749
CN-02841,Al Reem Interiors LLC,0524924498,100000,22432.14,Mahmoud,60 days,180585378164595
CN-02842,Al Manara Contracting LLC,0577324095,25000,40751.56,Mahmoud,45 days,108303279817059
CN-02843,Al Reem Real Estate Development,0545466387,,AED 13490.41,Suresh,Cash,186396163395171
CN-02844,Reliable Trading Est,0544742473,100000,12518.37,Joseph,Cash,
CN-02845,Meraas Fit-out Co,0541462528,10000,"45,286.35",Joseph,45 days,113909636847816
CN-02846,Al Manara Real Estate Development,0542968182,100000,"12.314,32",Khaled,90 days,199843909353275
CN-02847,Desert Fit-out Co,0538882984,,42356.56,Rakesh,60 days,144577553764828
CN-02848,Reliable Real Estate Development,0574199456,25000,49006.04,Khaled,COD,194248899401891
CN-02849,Oasis Real Estate Development,0573572342,25000,AED 24519.17,Joseph,30 days,132964375607398
CN-02850,National Maintenance Co,0585750898,,33286.44,Joseph,Cash,122533279546613
CN-02851,Pearl Fit-out Co,0577473068,25000,"41,040.27",Joseph,45 days,114153821721137
CN-02852,Falcon Real Estate Development,0545044790,,"51.164,48",Anwar,60 days,
CN-02853,Marina Real Estate Development,0544900093,100000,40145.36,Joseph,90 days,
CN-02854,Reliable Interiors LLC,0552230456,50000,7584.11,Anwar,60 days,171947679091680
CN-02855,Gulf Fit-out Co,0542226999,10000,AED 21399.11,Rakesh,30 days,109585587423261
CN-02856,Union Trading Est,0524846113,25000,56003.22,Khaled,30 days,
CN-02857,Gulf Contracting LLC,0557798272,100000,"37,296.49",Suresh,30 days,107955538700328
CN-02858,Meraas Trading Est,0512185978,25000,"24.968,10",Joseph,COD,
CN-02859,Marina Real Estate Development,0557339651,25000,59961.46,Joseph,60 days,190696483322949
CN-02860,Desert Trading Est,0585978848,,23365.79,Joseph,60 days,
CN-02861,Marina Construction Co,0590586436,50000,AED 29.07,Rakesh,Cash,162541530166535
CN-02862,Meraas Contracting LLC,0550766022,,10178.42,Khaled,90 days,
CN-02863,Falcon Engineering Consultants,0510543987,25000,"53,341.01",Anwar,Cash,116912441541418
CN-02864,Reliable Real Estate Development,0556215696,25000,"45.837,61",Mahmoud,90 days,132202755021203
CN-02865,Pearl MEP Services,0582289687,50000,27036.32,Khaled,90 days,178026111356267
CN-02866,Reliable Real Estate Development,0599382537,25000,55170.95,Mahmoud,90 days,160785929091805
CN-02867,Emirates MEP Services,0564682348,10000,AED 24885.29,Anwar,Cash,
CN-02868,Modern Interiors LLC,0585413403,25000,28947.17,Mahmoud,30 days,127281702480090
CN-02869,Oasis Real Estate Development,0581606853,100000,"50,676.11",Mahmoud,90 days,186918210760628
CN-02870,Falcon Contracting LLC,0550023439,50000,"58.617,09",Joseph,45 days,130349127517069
CN-02871,Gulf Interiors LLC,0586528845,25000,44590.63,Suresh,30 days,175264173926957
CN-02872,Union Builders LLC,0549360655,10000,6939.04,Joseph,Cash,184203313841712
CN-02873,Meraas Interiors LLC,0520897678,50000,AED 40592.90,Anwar,Cash,122298412750756
CN-02874,Prime Real Estate Development,0532082148,,29887.16,Anwar,90 days,115156158087935
CN-02875,Reliable Builders LLC,0577647114,25000,"21,545.08",Rakesh,90 days,123467360074471
CN-02876,Desert Builders LLC,0579061583,25000,"44.550,12",Rakesh,45 days,136486371688144
CN-02877,Oasis MEP Services,0547546272,,2803.42,Anwar,30 days,147105840402046
CN-02878,Marina MEP Services,0532093288,10000,29342.60,Khaled,60 days,195607540023577
CN-02879,Desert Builders LLC,0576137880,100000,AED 23069.56,Suresh,Cash,126923830633105
CN-02880,Emirates Interiors LLC,0591122706,50000,8956.28,Rakesh,45 days,151777161021373
CN-02881,Reliable Fit-out Co,0548047670,50000,"38,977.98",Khaled,COD,136820105762644
CN-02882,Desert Trading Est,0592412934,50000,"35.750,13",Joseph,60 days,157960198151264
CN-02883,Pearl Contracting LLC,0524214046,25000,28950.14,Rakesh,90 days,181422738982924
CN-02884,Desert Builders LLC,0517614829,50000,52056.50,Anwar,45 days,157609142967438
CN-02885,Capital Fit-out Co,0545168884,10000,AED 10878.69,Suresh,90 days,181665534828221
CN-02886,Oasis Trading Est,0566572875,100000,10738.77,Anwar,45 days,185403341276442
CN-02887,Marina Fit-out Co,0535598712,100000,"30,499.37",Anwar,Cash,140529709870249
CN-02888,Gulf Engineering Consultants,0524883009,50000,"11.710,08",Mahmoud,60 days,167424324889704
CN-02889,Desert Builders LLC,0582982989,100000,30654.05,Suresh,30 days,131916329467734
CN-02890,Marina Trading Est,0590293169,25000,37286.00,Anwar,COD,106601697909527
CN-02891,Desert Construction Co,0589942954,100000,AED 42507.65,Mahmoud,45 days,124688478072996
CN-02892,Oasis MEP Services,0535977741,10000,7728.80,Anwar,COD,194809106477742
CN-02893,Meraas Construction Co,0593060026,50000,"28,372.55",Suresh,30 days,194128864357500
CN-02894,Capital Real Estate Development,0557036845,,"356,59",Anwar,30 days,153782275660729
CN-02895,Falcon Builders LLC,0566132549,,19341.84,Khaled,COD,182113994255020
CN-02896,National Fit-out Co,0585214589,50000,58358.17,Khaled,Cash,
CN-02897,National Builders LLC,0530349790,100000,AED 36452.59,Rakesh,45 days,112170654317291
CN-02898,Meraas MEP Services,0556013152,100000,51558.21,Joseph,30 days,141526244042969
CN-02899,Falcon Interiors LLC,0546978920,25000,"7,776.56",Khaled,COD,177035185949521
CN-02900,Pearl MEP Services,0554732154,10000,"42.734,18",Anwar,COD,192524846107595
CN-02901,Gulf Engineering Consultants,0539885733,10000,284.73,Mahmoud,30 days,131080814212714
CN-02902,Meraas Fit-out Co,0554916239,100000,43918.51,Mahmoud,90 days,117477079051742
CN-02903,Prime Engineering Consultants,0522643188,10000,AED 13109.01,Anwar,Cash,148251204584414
CN-02904,Falcon Contracting LLC,0537179744,,19001.52,Anwar,COD,134409435995480
CN-02905,Capital Builders LLC,0524629839,,"3,935.68",Rakesh,45 days,130848413510350
CN-02906,Al Manara Construction Co,0579565015,50000,"12.161,60",Mahmoud,30 days,117529818353464
CN-02907,Falcon Maintenance Co,0554669590,,7256.87,Joseph,90 days,192241775046906
CN-02908,Al Manara Contracting LLC,0512557658,50000,31751.89,Joseph,45 days,
CN-02909,Reliable Fit-out Co,0515453654,,AED 15029.73,Joseph,45 days,118555838133486
CN-02910,Desert Construction Co,0581989522,25000,15113.20,Mahmoud,45 days,110204977644252
CN-02911,Gulf Maintenance Co,0575697074,25000,"36,013.63",Suresh,45 days,194532193112805
CN-02912,Gulf Construction Co,0538466384,50000,"59.205,65",Anwar,60 days,150648956883832
CN-02913,Prime Construction Co,0577610528,25000,10963.11,Mahmoud,45 days,157491066671011
CN-02914,Pearl Trading Est,0575635478,100000,19236.32,Suresh,30 days,
CN-02915,Reliable Contracting LLC,0559251589,,AED 34698.25,Rakesh,Cash,164952104987672
CN-02916,Reliable Maintenance Co,0586948745,50000,2529.79,Suresh,Cash,141777062958053
CN-02917,Desert Interiors LLC,0576962400,25000,"11,849.58",Suresh,45 days,136884808756854
CN-02918,Gulf Interiors LLC,0585981012,100000,"40.813,91",Joseph,COD,180412363377691
CN-02919,Emirates Real Estate Development,0590882306,50000,17334.68,Anwar,60 days,159597431059993
CN-02920,Al Reem MEP Services,0562590433,,34943.17,Rakesh,90 days,101507432591838
CN-02921,Oasis Fit-out Co,0566446670,100000,AED 4683.09,Anwar,30 days,126403810901042
CN-02922,Union Engineering Consultants,0589839706,50000,11480.12,Khaled,60 days,142467329064158
CN-02923,Al Manara Engineering Consultants,0567921327,,"5,434.49",Anwar,30 days,170152677386279
CN-02924,Al Manara Trading Est,0571702107,10000,"20.211,82",Khaled,60 days,121593235083410
CN-02925,Reliable Construction Co,0587705684,10000,2182.37,Suresh,COD,133414824651083
CN-02926,Falcon Fit-out Co,0526753335,10000,23488.43,Rakesh,COD,185240871945679
CN-02927,National Builders LLC,0588258923,10000,AED 395.03,Joseph,Cash,181668350475968
CN-02928,National Interiors LLC,0595580027,,46780.50,Joseph,30 days,175956461395990
CN-02929,Capital Construction Co,0549472123,,"48,005.37",Rakesh,30 days,128850459805707
CN-02930,Capital Maintenance Co,0596644930,100000,"33.937,86",Suresh,30 days,139380387348758
CN-02931,Capital Maintenance Co,0596533853,25000,54783.80,Suresh,Cash,172668085333878
CN-02932,Falcon Trading Est,0535276935,25000,11812.81,Khaled,90 days,103365997161918
CN-02933,Desert Contracting LLC,0581165119,,AED 29599.94,Rakesh,COD,
CN-02934,Desert Trading Est,0520020681,50000,40938.88,Suresh,90 days,186562421452771
CN-02935,Gulf Builders LLC,0573376875,50000,"2,467.16",Suresh,90 days,122988880830378
CN-02936,Oasis Contracting LLC,0533400103,,"58.719,69",Khaled,60 days,193817144291615
CN-02937,Capital Interiors LLC,0592317315,10000,22030.86,Suresh,45 days,108458121850908
CN-02938,Reliable Fit-out Co,0535898754,,7202.27,Joseph,COD,106014118277421
CN-02939,Gulf Engineering Consultants,0533791103,,AED 2724.49,Rakesh,30 days,104392840999887
CN-02940,Oasis Real Estate Development,0531076868,,27980.47,Khaled,45 days,161980614579175
CN-02941,Al Reem MEP Services,0577701885,10000,"17,220.05",Suresh,45 days,189283193348851
CN-02942,Union Real Estate Development,0568992421,50000,"7.505,05",Anwar,Cash,113182132072541
CN-02943,Desert Builders LLC,0565904574,50000,22819.68,Joseph,90 days,187330565472457
CN-02944,Oasis Fit-out Co,0585978281,100000,49813.14,Mahmoud,30 days,194561555964522
CN-02945,Reliable Construction Co,0554072098,25000,AED 17212.92,Joseph,COD,116942564603883
CN-02946,Marina Interiors LLC,0592802299,25000,10541.95,Khaled,Cash,130740758296045
CN-02947,Oasis Construction Co,0526810433,10000,"41,774.25",Joseph,90 days,180342690575804
CN-02948,National Trading Est,0555086939,100000,"45.346,15",Khaled,30 days,183758901738973
CN-02949,Reliable Engineering Consultants,0530127597,,50570.35,Mahmoud,Cash,121557632967791
CN-02950,Capital Real Estate Development,0523357135,25000,50916.58,Mahmoud,45 days,
CN-02951,Gulf Fit-out Co,0531997742,,AED 25706.61,Rakesh,30 days,117941281612244
CN-02952,Pearl Trading Est,0527016555,10000,46645.65,Suresh,45 days,188439903060982
CN-02953,Desert Interiors LLC,0510195297,,"41,670.59",Suresh,30 days,199205287004714
CN-02954,Meraas Builders LLC,0555904783,50000,"14.603,36",Mahmoud,30 days,147659654415772
CN-02955,Falcon Engineering Consultants,0591148272,25000,59462.80,Anwar,Cash,171050110599468
CN-02956,Pearl Construction Co,0586682328,25000,17768.76,Rakesh,45 days,193412289530259
CN-02957,National Engineering Consultants,0575987084,,AED 15290.01,Mahmoud,90 days,106247620219618
CN-02958,National MEP Services,0514553538,50000,28653.21,Khaled,COD,184907289874073
CN-02959,Falcon Maintenance Co,0531877815,100000,"25,389.63",Joseph,90 days,153732375091352
CN-02960,Pearl MEP Services,0524479073,,"33.712,13",Mahmoud,45 days,107006122856853
CN-02961,Modern MEP Services,0552165053,10000,3688.09,Anwar,45 days,101495147373902
CN-02962,Reliable Interiors LLC,0583470285,25000,-,Suresh,90 days,
