namePrimary,nameSecondary,sku,barcode,categoryCode,taxGroup,trackingType,cost,sellPrice,baseUnit,brand,partNumber,reorderLevel,valuationMethod,wholesalePrice
Sata Cement Bag XL,أسمنت وملاط XL,HW-102987,6809702998483,CAT069,,none,22.951,31.046,pc,Sata,,5,wac,25.577
Hilti Door Handle 650W,مقابض أبواب 650W,HW-102988,6424884930552,CAT077,,none,15.377,19.035,PCS,Hilti,HIL-41579,5,wac,17.723
Black+Decker Door Handle 12mm,,HW-102989,6190403067782,CAT077,,none,2.805,3.392,PCS,Black+Decker,BLA-21443,5,wac,3.100
Skil  PPR Pipe Medium,مواسير بي بي آر Medium,HW-102990,6190923856286,CAT031,,none,22.581,30.072,PCS,Skil,SKI-10268,15,fifo,25.662
Tolsen Grinding Disc Medium,أقراص جلخ Medium,HW-102991,6835271142436,CAT065,,none,66.431,82.808,pc,Tolsen,,20,wac,76.093
Ingco Aluminium Ladder 2000W,سلالم ألمنيوم 2000W,HW-102992,6376108649015,CAT091,,none,23.602,28.495,PCS,Ingco,ING-70612,10,fifo,26.133
DeWalt Spray Paint Can 3/4 inch,بخاخ دهان 3/4 inch,HW-102993,6961525487078,CAT047,,batch,18.514,24.137,PCS,,DEW-17300,10,wac,20.271
Skil Tool Kit 12mm Pieces,طقم عدة 12mm,HW-102994,6602183629955,CAT016,,none,19.399,KD 23.528,pc,Skil,SKI-23282,20,fifo,22.145
"Stanley Garden Cart 16 Gauge,",عربات حديقة 16 Gauge,HW-102995,6814138018440,CAT084,,none,15.854,23.958,pcs,Stanley,STA-19910,50,fifo,18.890
Karcher Emulsion Paint 50kg,دهان مائي 50kg,HW-102996,6176574209515,CAT044,,batch,1.674,2.504,Nos,,KAR-5070,50,fifo,KWD 1.837
Karcher Garden Cart 20 Gauge  ,,HW-102997,6993755999836,CAT084,,none,1.355,1.885,PCS,Karcher,,10,wac,1.551
Hilti Sandpaper Sheet Small,ورق صنفرة Small,HW-102998,6836498939472,CAT064,,none,21.479,27.699,PCS,Hilti,HIL-98114,20,wac,KD 23.770
Karcher Extension Cord 10kg,وصلات كهرباء 10kg,HW-102999,6377617619605,CAT042,,none,17.872,25.971,pc,Karcher,KAR-9876,20,wac,KWD 19.328
DeWalt Laser Level 22 Gauge.,ميزان ليزر 22 Gauge,HW-103000,6449213472248,CAT088,,none,24.175,35.959,PCS,DeWalt,DEW-15232,50,wac,27.047
Truper Wall Primer 24 Gauge,برايمر 24 Gauge,HW-103001,6346125257303,CAT046,,batch,16.122,KWD 24.053,PCS,Truper,TRU-53776,20,wac,17.843
Yato Portable Generator 32mm,مولدات كهرباء 32mm,HW-103002,6669372909577,CAT007,,none,20.958,31.822,PCS,Yato,YAT-33640,20,wac,23.594
Bosch Tile Adhesive Bag XL,لاصق بلاط XL,HW-103003,6210695476621,CAT071,,none,18.891,23.112,PCS,,BOS-59175,'20,wac,22.296
Truper Self Tapping Screw 1kg,,HW-103004,6261766507676,CAT021,,none,KD 16.145,20.221,PC,Truper,TRU-15282,10,wac,17.591
Black+Decker Machine Screw 25kg.,براغي آلات 25kg,HW-103005,6119097736488,CAT020,,none,16.877,24.287,Nos,Black+Decker,BLA-15320,50,wac,19.311
Hilti PPR Pipe 50mm,مواسير بي بي آر 50mm,HW-103006,6886525780116,CAT031,,none,17.843,21.076,PCS,Hilti,HIL-46328,50,wac,20.295
Tolsen Jigsaw 18 Gauge,مناشير منحنية 18 Gauge,HW-103007,6994330124683,CAT005,,none,20.756,28.112,PCS,Tolsen,,50,wac,24.064
  Truper PVC Pipe 20L,مواسير بي في سي 20L,HW-103008,6631847590999,CAT029,,none,21.168,31.121,PCS,Truper,TRU-6062,50,fifo,23.525
Stanley Welding Gloves 22 Gauge  ,ملحقات لحام 22 Gauge,HW-103009,6337587786598,CAT096,,none,10.566,13.825,PCS,Stanley,STA-5082,15,wac,12.449
Black+Decker Cutting Disc 1L,أقراص قطع 1L,HW-103010,6831320624789,CAT066,,none,11.570,14.571,PCS,Black+Decker,BLA-47465,5,wac,13.859
Bosch Wood Router Small,مسويات وروترات Small,HW-103011,6626481833453,CAT006,,none,84.020,119.591,PCS,Bosch,BOS-69849,15,wac,98.768
Truper Wall Primer 450W,برايمر 450W,HW-103012,6492741081652,CAT046,,batch,KD 290.476,KWD 429.701,Pieces,Truper,TRU-68609,25,fifo,336.121
"Black+Decker Combination Wrench 50kg,",,HW-103013,6670502663400,CAT010,,none,24.143,35.702,PCS,Black+Decker,BLA-40428,50,wac,26.992
Yato Wood Chisel 50kg,إزميل 50kg,HW-103014,6142675838226,CAT015,,none,14.781,21.595,PC,Yato,YAT-23516,'10,wac,17.228
Ridgid Pvc Pipe 50Mm,مواسير بي في سي 50mm,HW-103015,6214734410147,CAT029,,none,2.987,4.449,PCS,Ridgid,RID-9645,50,wac,3.238
Sata Aluminium Ladder 3/8 inch,سلالم ألمنيوم 3/8 inch,HW-103016,6804680295736,CAT091,,none,0.213,0.313,PCS,Sata,SAT-56376,50,wac,KD 0.242
Makita Combination Pliers 16 Gauge,زرادية 16 Gauge,HW-103017,6458080863819,CAT012,,none,155.549,KD 229.234,PCS,Makita,MAK-98449,'5,wac,177.278
Al-Fanar Door Hinge 1L,مفصلات أبواب 1L,HW-103018,6422632330664,CAT075,,none,16.455,24.722,PCS,Al-Fanar,AL--89361,20,wac,KWD 18.020
Gulf Star Door Lock 1/4 inch,أقفال 1/4 inch,HW-103019,6482941286012,CAT076,,none,19.545,27.035,PCS,Gulf Star,GUL-77311,50,wac,22.687
Ridgid Galvanized Metal Sheet Medium,صفائح معدنية Medium,HW-103020,6531481319266,CAT097,,none,KWD 50.814,73.592,pc,Ridgid,RID-85159,10,wac,60.570
Tolsen  Teflon Tape Medium,,HW-103021,6340307144085,CAT035,,none,3.588,5.422,PCS,Tolsen,TOL-82735,10,wac,4.269
Makita Safety Goggles 50mm,نظارات واقية 50mm,HW-103022,6868907668210,CAT054,,none,9.715,12.885,PCS,Makita,MAK-40299,25,wac,10.942
Hilti Adjustable Wrench 12mm,مفاتيح ربط 12mm,HW-103023,6185315136461,CAT010,,none,16.274,21.858,PCS,Hilti,HIL-61980,50,wac,18.075
Ingco  Door Lock 16mm,أقفال 16mm,HW-103024,6826055048971,CAT076,,none,13.679,19.868,PCS,Ingco,ING-78200,10,fifo,14.906
Hitachi Hacksaw 16 Gauge,مناشير يدوية 16 Gauge,HW-103025,6598992384692,CAT014,,none,16.627,20.136,Pieces,,HIT-91932,10,wac,19.137
Metabo Digging Spade 1kg,مجارف 1kg,HW-103026,6906429729071,CAT081,,none,159.530,KWD 245.240,PCS,Metabo,MET-40671,20,wac,180.266
total pop rivet 9l,مسامير برشام 9L,HW-103027,6479585614479,CAT026,,none,14.195,KWD 18.888,pcs,Total,TOT-11986,'20,wac,16.306
Total Flood Light 1kg,إنارة 1kg,HW-103028,6564970898966,CAT040,,none,2.713,3.451,PCS,Total,TOT-73773,5,fifo,KD 3.173
Total Thermal Insulation Sheet 750W,,HW-103029,6843842472164,CAT070,,none,22.933,33.442,PCS,Total,TOT-29835,5,wac,26.810
Stanley Kitchen Mixer 22 Gauge,حنفيات وخلاطات 22 Gauge,HW-103030,6131018703197,CAT033,,none,17.739,23.488,PCS,Stanley,STA-92069,5,fifo,19.926
 Sata Basin Tap 50kg ,حنفيات وخلاطات 50kg,HW-103031,6405465823874,CAT033,,none,10.466,KWD 15.417,PCS,Sata,SAT-78808,25,wac,KD 12.469
Hitachi Wall Primer 10mm,برايمر 10mm,HW-103032,6172824580780,CAT046,,batch,7.984,10.999,PCS,Hitachi,HIT-91892,20,wac,8.785
Tolsen Welding Electrode 750W,أسياخ لحام 750W,HW-103033,6623268910269,CAT095,,none,20.676,KD 27.016,PCS,Tolsen,TOL-38821,50,wac,24.534
Hilti Laser Level 16 Gauge,,HW-103034,6443153900133,CAT088,,none,18.163,KD 23.253,PCS,Hilti,HIL-2675,5,wac,KWD 20.873
Makita Wire Brush 1/4 inch,فرش سلك 1/4 inch,HW-103035,6879148196584,CAT067,,none,4.193,6.400,PCS,Makita,MAK-82383,20,wac,4.955
Skil Cement Bag Large,أسمنت وملاط Large,HW-103036,6420203388230,CAT069,,none,9.482,11.800,PCS,Skil,SKI-30895,20,wac,10.582
  Black+Decker Galvanized Metal Sheet 20mm,صفائح معدنية 20mm,HW-103037,6563369008491,CAT097,,none,14.707,18.401,PCS,Black+Decker,BLA-92772,15,fifo,17.189
Ingco Machine Screw 20 Gauge,,HW-103038,6883837769573,CAT020,,none,4.901,6.727,PCS,,ING-28994,50,wac,KWD 5.833
Skil Work Gloves 5kg,,HW-103039,6363959344838,CAT052,,none,1.203,1.742,PCS,Skil,SKI-82834,5,wac,KWD 1.342
Karcher ARC Welding Machine Small,,HW-103040,6382594462464,CAT008,,none,7.076,KWD 10.572,PCS,Karcher,KAR-99460,50,wac,7.895
Total Silicone Sealant Tube XL  ,سيليكون XL,HW-103041,6496499752493,CAT058,,batch,22.542,33.253,PCS,Total,TOT-57879,50,fifo,25.378
Truper Thermal Insulation Sheet 750W,عزل 750W,HW-103042,6139766498644,CAT070,,none,239.816,338.982,PCS,Truper,TRU-87461,10,wac,279.714
Ingco Pvc Conduit Pipe Small  ,مواسير كهرباء Small,HW-103043,6954250520895,CAT041,,none,3.605,4.773,Nos,Ingco,ING-67232,5,wac,4.166
MAKITA TAPE MEASURE 20MM,,HW-103044,6340842272290,CAT086,,none,19.395,KD 29.097,PCS,Makita,MAK-24520,15,wac,21.907
Ridgid Digging Spade 10kg,مجارف 10kg,HW-103045,6429994959978,CAT081,,none,10.182,12.572,PCS,Ridgid,RID-99833,50,fifo,12.068
Karcher Laser Level 18 Gauge,ميزان ليزر 18 Gauge,HW-103046,6172960537712,CAT088,,none,3.690,4.419,PCS,Karcher,,50,wac,4.033
Bosch Enamel Paint 9L,دهان زيتي 9L,HW-103047,6399097683399,CAT045,,batch,22.943,30.756,PCS,Bosch,BOS-61221,15,wac,KWD 27.146
skil claw hammer 25kg,مطارق 25kg,HW-103048,6699754515982,CAT013,,none,4.804,6.212,PCS,Skil,SKI-78484,25,wac,5.353
 Makita Garden Cart 1/4 inch ,عربات حديقة 1/4 inch,HW-103049,6532617471126,CAT084,,none,11.062,13.476,PCS,Makita,MAK-51267,25,wac,12.436
Stanley Pruning Shears Small,مقصات تقليم Small,HW-103050,6498563232035,CAT083,,none,14.415,18.176,PCS,Stanley,,10,fifo,17.198
Yato Laser Level Large,ميزان ليزر Large,HW-103051,6560930716663,CAT088,,none,5.119,6.911,PC,Yato,YAT-61531,25,wac,5.688
Hilti Garden Cart 1kg,,HW-103052,6932934499955,CAT084,,none,12.268,KD 16.810,Nos,Hilti,HIL-90564,'15,fifo,14.166
Total Locking Pliers 1 inch,زرادية 1 inch,HW-103053,6792575038580,CAT012,,none,KWD 8.504,12.703,PCS,Total,TOT-71364,50,wac,9.479
Stanley Enamel Paint 750W,دهان زيتي 750W,HW-103054,6324465365119,CAT045,,batch,17.939,26.526,Pieces,Stanley,STA-49581,20,fifo,20.932
Hilti Paint Roller 50mm,فرش ورولات 50mm,HW-103055,6373589170987,CAT048,,none,20.690,27.948,Pieces,Hilti,HIL-11131,20,fifo,22.904
Al-Fanar Angle Grinder 9L.,صنفرة زاوية 9L,HW-103056,6208651153585,CAT003,,none,KWD 20.824,25.410,PCS,Al-Fanar,AL--60517,10,fifo,23.695
Al-Fanar Combination Pliers 1L,زرادية 1L,HW-103057,6205413450177,CAT012,,none,8.431,12.504,PCS,Al-Fanar,AL--77151,'50,fifo,KWD 9.417
Hilti  Claw Hammer 22 Gauge,مطارق 22 Gauge,HW-103058,6472248634289,CAT013,,none,22.542,KWD 28.923,PCS,Hilti,,5,wac,25.365
Makita Platform Ladder 20L,سلالم منصة 20L,HW-103059,6280407012385,CAT093,,none,8.871,12.763,PCS,Makita,MAK-42019,'10,wac,10.197
Total  Spirit Level 9L,ميزان مياه 9L,HW-103060,6385192233157,CAT087,,none,1.397,1.806,PCS,Total,,25,wac,KD 1.580
Karcher  Steel Chain 900W,سلاسل 900W,HW-103061,6804095157732,CAT079,,none,15.165,18.548,PCS,Karcher,KAR-57695,50,fifo,17.763
Ridgid Spirit Level 4L,ميزان مياه 4L,HW-103062,6249974861445,CAT087,,none,24.544,32.800,PCS,Ridgid,RID-77322,10,wac,28.205
Stanley Scaffolding Frame 1/2 inch,سقالات 1/2 inch,HW-103063,6734217627634,CAT072,,none,17.173,20.839,PCS,Stanley,STA-73545,50,wac,19.480
Tolsen MIG Welder Large,ماكينات لحام Large,HW-103064,6125102669060,CAT008,,none,20.297,30.696,PCS,Tolsen,TOL-40119,'50,wac,23.250
Ingco Spirit Level 1/2 inch,ميزان مياه 1/2 inch,HW-103065,6629055162573,CAT087,,none,17.163,20.889,PCS,Ingco,ING-53424,20,wac,18.907
DeWalt MIG Welder 18 Gauge.,ماكينات لحام 18 Gauge,HW-103066,6857963548693,CAT008,,none,4.951,7.453,PCS,DeWalt,DEW-34030,50,wac,KD 5.410
Bosch Padlock 22 Gauge  ,أقفال 22 Gauge,HW-103067,6860856598361,CAT076,,none,22.835,29.067,PCS,Bosch,BOS-49053,20,wac,25.755
  Sata Electrical Cable 1200W,كابلات وأسلاك 1200W,HW-103068,6718570468586,CAT037,,none,21.143,29.224,pc,Sata,SAT-62599,20,wac,24.936
Hilti Platform Ladder 32mm,سلالم منصة 32mm,HW-103069,6297720276338,CAT093,,none,8.553,KD 11.002,PCS,Hilti,HIL-2268,'15,wac,9.850
Black+Decker MCB Circuit Breaker 1/2 inch,,HW-103070,6968473338282,CAT039,,none,KD 23.200,34.615,PCS,Black+Decker,BLA-11514,'20,fifo,27.088
Al-Fanar Wall Switch 20L,مفاتيح وأفياش 20L,HW-103071,6410640778122,CAT038,,none,1.930,2.493,PCS,Al-Fanar,AL--17206,20,wac,2.093
Ingco Wood Screw 900W,براغي خشب 900W,HW-103072,6249630966589,CAT019,,none,23.976,31.191,PCS,Ingco,ING-70872,50,wac,28.070
Crown Tape Measure 1/2 inch,أشرطة قياس 1/2 inch,HW-103073,6561278190959,CAT086,,none,11.035,14.848,PCS,,CRO-47661,15,wac,KWD 12.571
Yato Work Gloves 650W,قفازات 650W,HW-103074,6541531170115,CAT052,,none,1.757,2.527,PCS,Yato,YAT-79162,50,wac,2.047
Tolsen Step Stool XL,مقاعد درج XL,HW-103075,6352331941535,CAT092,,none,0.175,0.264,PCS,Tolsen,TOL-56587,25,wac,0.200
Al-Fanar Copper Elbow 16mm,وصلات نحاس 16mm,HW-103076,6748736825499,CAT030,,none,15.158,KD 22.453,PCS,Al-Fanar,AL--50325,15,wac,17.566
Stanley ARC Welding Machine 750W,ماكينات لحام 750W,HW-103077,6461130940782,CAT008,,none,KWD 22.316,28.428,PCS,Stanley,STA-35264,20,wac,25.750
Metabo MCB Circuit Breaker 1500W,قواطع كهربائية 1500W,HW-103078,6191529315936,CAT039,,none,6.491,8.013,PCS,Metabo,MET-2009,20,fifo,7.258
Bosch Vernier Caliper 50kg,فرجار قياس 50kg,HW-103079,6872637563635,CAT089,,none,4.823,7.214,Pieces,Bosch,BOS-88587,50,wac,5.468
Sata ARC Welding Machine 8mm,ماكينات لحام 8mm,HW-103080,6742640327163,CAT008,,none,16.538,24.357,PCS,Sata,SAT-54140,25,wac,18.636
Karcher Epoxy Adhesive 900W,إيبوكسي 900W,HW-103081,6546159148703,CAT060,,batch,11.328,15.130,PCS,Karcher,KAR-43734,10,wac,13.065
"KARCHER SUPER GLUE MEDIUM,",لاصق سريع Medium,HW-103082,6519659340538,CAT061,,batch,KWD 16.787,24.996,PCS,Karcher,KAR-90965,25,fifo,19.260
Bosch LED Bulb 3/8 inch,إنارة 3/8 inch,HW-103083,6626329690274,CAT040,,none,8.710,KD 11.256,PC,Bosch,BOS-55605,10,fifo,9.938
Truper Scaffolding Frame Large,سقالات Large,HW-103084,6368897528549,CAT072,,none,3.003,4.635,PCS,Truper,TRU-46113,10,wac,3.452
Bosch Hex Bolt 1 inch,صواميل وبراغي 1 inch,HW-103085,6813083218418,CAT022,,none,16.361,21.712,PCS,Bosch,,15,wac,18.389
Total  Epoxy Adhesive 10mm,إيبوكسي 10mm,HW-103086,6448651588348,CAT060,,batch,6.916,10.489,PCS,Total,TOT-17155,5,wac,7.631
dewalt pvc conduit pipe 450w,مواسير كهرباء 450W,HW-103087,6560612218827,CAT041,,none,24.185,37.049,PCS,DeWalt,DEW-89147,25,wac,26.415
Sata Wheelbarrow 24 Gauge,عربات يدوية 24 Gauge,HW-103088,6470744186655,CAT073,,none,6.853,10.373,PCS,,SAT-40860,'25,fifo,7.545
Al-Fanar Copper Tee 1 inch,وصلات نحاس 1 inch,HW-103089,6720665339665,CAT030,,none,105.556,159.565,PCS,Al-Fanar,AL--77486,10,fifo,122.979
Hitachi Self Tapping Screw Small,براغي ذاتية التنصيت Small,HW-103090,6349578529890,CAT021,,none,102.770,151.435,pc,Hitachi,,15,wac,122.229
DeWalt Enamel Paint 3/4 inch,,HW-103091,6653175177562,CAT045,,batch,23.541,28.369,PCS,DeWalt,DEW-81239,15,wac,27.554
Truper Angle Grinder 18 Gauge,صنفرة زاوية 18 Gauge,HW-103092,6806056747540,CAT003,,none,18.958,24.583,PCS,Truper,TRU-67084,25,wac,21.441
DeWalt PU Foam Filler 5kg,رغوة عازلة 5kg,HW-103093,6282183620663,CAT062,,batch,14.376,21.381,PCS,DeWalt,DEW-47182,5,wac,KD 16.698
Crown Ready Mix Mortar 25mm,أسمنت وملاط 25mm,HW-103094,6458204881019,CAT069,,none,11.591,14.621,PCS,Crown,CRO-63906,20,wac,13.549
Makita Angle Grinder XL  ,صنفرة زاوية XL,HW-103095,6268568739609,CAT003,,none,2.240,3.451,PCS,Makita,MAK-6728,20,wac,2.468
Metabo Sandpaper Sheet 450W,ورق صنفرة 450W,HW-103096,6201741404128,CAT064,,none,17.772,24.308,PCS,Metabo,MET-74659,50,wac,20.495
Truper Common Nail 4L,,HW-103097,6596982289994,CAT025,,none,23.004,32.967,PCS,Truper,TRU-6661,20,fifo,25.031
Al-Fanar Paint Brush Medium,فرش ورولات Medium,HW-103098,6924549263396,CAT048,,none,10.238,13.485,PCS,Al-Fanar,AL--68111,10,wac,11.555
Gulf Star PPR Pipe 50kg,مواسير بي بي آر 50kg,HW-103099,6445268860345,CAT031,,none,20.787,25.491,PCS,Gulf Star,GUL-55368,25,wac,22.607
Bosch ARC Welding Machine 3/8 inch,ماكينات لحام 3/8 inch,HW-103100,6919118973379,CAT008,,none,16.058,19.845,PCS,Bosch,BOS-95885,50,fifo,18.522
Hilti Enamel Paint 900W,دهان زيتي 900W,HW-103101,6792265383304,CAT045,,batch,80.442,121.785,PCS,Hilti,HIL-41904,10,wac,KWD 95.866
Crown Galvanized Metal Sheet 20Mm,صفائح معدنية 20mm,HW-103102,6904444174315,CAT097,,none,4.971,7.698,PCS,Crown,CRO-27827,20,wac,5.876
Karcher Steel Toe Safety Boots 2000W,أحذية سلامة 2000W,HW-103103,6972220014807,CAT053,,none,10.482,12.812,PCS,Karcher,KAR-50640,20,wac,11.460
Hitachi Spring Washer 12mm,حلقات 12mm,HW-103104,6446191761234,CAT023,,none,245.186,314.216,PCS,Hitachi,HIT-34554,15,wac,273.192
Tolsen Socket Wrench Set 9L.,مفاتيح ربط 9L,HW-103105,6687614480452,CAT010,,none,9.280,12.049,PCS,Tolsen,TOL-48096,50,wac,10.864
HILTI BASIN TAP 3/8 INCH,حنفيات وخلاطات 3/8 inch,HW-103106,6213855600417,CAT033,,none,11.713,15.503,PCS,Hilti,HIL-37836,5,fifo,13.512
TOTAL TILE ADHESIVE BAG 25KG,لاصق بلاط 25kg,HW-103107,6116599718955,CAT071,,none,22.418,33.746,PCS,Total,TOT-6308,'20,wac,26.330
Bosch Spray Paint Can 3/4 inch,بخاخ دهان 3/4 inch,HW-103108,6229840960375,CAT047,,batch,16.227,20.618,PCS,Bosch,BOS-99353,15,wac,19.387
Makita Plastic Water Tank 24 Gauge,خزانات مياه 24 Gauge,HW-103109,6296767286172,CAT034,,none,KD 7.004,9.194,PC,Makita,,50,wac,8.241
Crown Step Stool 4L,مقاعد درج 4L,HW-103110,6489502668974,CAT092,,none,128.942,180.229,PCS,Crown,CRO-62667,15,wac,143.330
Truper Wood Router 3/4 inch,مسويات وروترات 3/4 inch,HW-103111,6701169396054,CAT006,,none,6.893,10.304,PCS,Truper,TRU-91692,50,wac,7.560
Stanley Aluminium Ladder 3/4 inch,سلالم ألمنيوم 3/4 inch,HW-103112,6116702279703,CAT091,,none,KWD 1.331,1.687,Pieces,Stanley,STA-67767,'5,fifo,1.447
Karcher Long Nose Pliers 18L,زرادية 18L,HW-103113,6583008343725,CAT012,,none,17.867,26.834,pcs,Karcher,KAR-1282,25,wac,20.837
Sata Spring Washer 9L.,حلقات 9L,HW-103114,6933213029568,CAT023,,none,3.794,4.987,PCS,Sata,SAT-86901,5,wac,4.184
Bosch Circular Saw 5kg,مناشير دائرية 5kg,HW-103115,6567765555950,CAT004,,none,4.400,5.972,Nos,Bosch,BOS-84811,15,wac,4.824
Makita Wood Router 9L,,HW-103116,6879742863194,CAT006,,none,5.712,8.303,pc,Makita,MAK-55138,50,wac,6.422
Al-Fanar Safety Helmet Medium,خوذات Medium,HW-103117,6517906354202,CAT051,,none,11.845,14.716,PCS,Al-Fanar,AL--32553,25,wac,13.103
Crown LED Bulb 1/2 inch,,HW-103118,6133010964720,CAT040,,none,KD 5.151,6.085,PCS,Crown,CRO-18285,25,wac,6.019
Metabo Scaffolding Frame 3/4 inch,سقالات 3/4 inch,HW-103119,6744207840169,CAT072,,none,11.964,KD 15.254,PCS,Metabo,MET-35872,10,wac,13.527
KARCHER WHEELBARROW 3/4 INCH,عربات يدوية 3/4 inch,HW-103120,6858812101295,CAT073,,none,14.073,20.225,Pieces,Karcher,KAR-22462,25,wac,KD 16.775
"Gulf Star Safety Goggles 3/4 inch,",,HW-103121,6716082935788,CAT054,,none,23.067,30.309,PCS,Gulf Star,GUL-55007,10,fifo,27.340
BLACK+DECKER VERNIER CALIPER 1/2 INCH,فرجار قياس 1/2 inch,HW-103122,6507127226575,CAT089,,none,0.449,0.603,PCS,Black+Decker,BLA-31184,20,wac,0.526
Makita Spirit Level 50mm,ميزان مياه 50mm,HW-103123,6266052127678,CAT087,,none,25.034,34.831,PCS,Makita,MAK-55794,10,fifo,27.614
Metabo Laser Level 22 Gauge,ميزان ليزر 22 Gauge,HW-103124,6167521215353,CAT088,,none,24.172,33.579,PCS,Metabo,MET-4447,20,wac,27.444
Ridgid ARC Welding Machine 6mm,ماكينات لحام 6mm,HW-103125,6201788128765,CAT008,,none,24.442,30.881,PCS,Ridgid,RID-85887,20,wac,28.770
Total Padlock 3/8 inch,أقفال 3/8 inch,HW-103126,6671696622290,CAT076,,none,16.453,19.612,PCS,Total,TOT-89424,20,fifo,KD 18.516
"Hitachi Epoxy Adhesive 16 Gauge,",إيبوكسي 16 Gauge,HW-103127,6275941924596,CAT060,,batch,5.338,7.315,PCS,Hitachi,HIT-35802,5,wac,6.321
  Hilti Safety Helmet 16 Gauge,خوذات 16 Gauge,HW-103128,6756288614578,CAT051,,none,17.429,20.945,PCS,Hilti,HIL-66015,20,wac,20.478
Metabo Cold Chisel 22 Gauge,إزميل 22 Gauge,HW-103129,6617113840090,CAT015,,none,8.636,10.552,PCS,Metabo,MET-62749,20,wac,10.011
Crown PVC Conduit Pipe 3/8 inch,مواسير كهرباء 3/8 inch,HW-103130,6593907595930,CAT041,,none,2.682,4.087,PC,Crown,CRO-96185,25,wac,KWD 3.018
"Ridgid Circular Saw 1kg,",مناشير دائرية 1kg,HW-103131,6305861035595,CAT004,,none,17.513,23.125,pcs,Ridgid,,10,fifo,19.462
Tolsen Galvanized Metal Sheet 20mm,صفائح معدنية 20mm,HW-103132,6896205239424,CAT097,,none,12.734,18.772,PCS,Tolsen,TOL-53584,5,fifo,14.935
DEWALT PVC CONDUIT PIPE 450W,مواسير كهرباء 450W,HW-103133,6392246605912,CAT041,,none,21.778,29.375,pc,DeWalt,DEW-51104,50,wac,24.755
Tolsen Wall Primer 3/4 Inch,برايمر 3/4 inch,HW-103134,6471168473599,CAT046,,batch,6.629,9.029,PCS,Tolsen,TOL-6672,50,wac,7.947
Gulf Star Tool Kit 1/2 inch Pieces,طقم عدة 1/2 inch,HW-103135,6600663455314,CAT016,,none,3.354,4.313,PCS,Gulf Star,GUL-32600,25,wac,3.644
Ridgid Inverter Generator 8mm,مولدات كهرباء 8mm,HW-103136,6691079739586,CAT007,,none,3.109,3.707,PCS,Ridgid,RID-85142,15,wac,3.639
Black+Decker PVC Conduit Pipe 3/4 inch,مواسير كهرباء 3/4 inch,HW-103137,6318713471235,CAT041,,none,1.035,1.478,Pieces,Black+Decker,BLA-22418,20,wac,1.189
Black+Decker Cold Chisel 50kg,إزميل 50kg,HW-103138,6431143267114,CAT015,,none,4.231,5.949,PC,Black+Decker,BLA-20314,25,wac,4.782
Ingco Sprinkler Head 4L,خراطيم ورشاشات 4L,HW-103139,6743119760929,CAT082,,none,17.178,26.029,PCS,Ingco,ING-11858,25,fifo,20.607
Karcher Thermal Insulation Sheet 4L,عزل 4L,HW-103140,6829244676771,CAT070,,none,KWD 23.645,33.521,pcs,Karcher,KAR-54673,15,wac,25.872
Tolsen Wire Brush 50kg,فرش سلك 50kg,HW-103141,6990253235393,CAT067,,none,14.053,17.387,PCS,Tolsen,TOL-4164,5,wac,15.914
Skil Emulsion Paint 1/4 inch,دهان مائي 1/4 inch,HW-103142,6508592893980,CAT044,,batch,24.093,33.812,PCS,Skil,SKI-99359,5,fifo,27.953
Hilti Electrical Cable 1kg,كابلات وأسلاك 1kg,HW-103143,6437991363946,CAT037,,none,KD 23.075,33.221,pcs,Hilti,HIL-83224,50,wac,25.430
Tolsen Extension Cord Large,وصلات كهرباء Large,HW-103144,6965144240541,CAT042,,none,KWD 21.767,KD 26.969,pc,Tolsen,TOL-72531,25,wac,24.498
Black+Decker Wheelbarrow 25kg,عربات يدوية 25kg,HW-103145,6707403061718,CAT073,,none,15.748,20.697,pc,,BLA-96937,25,wac,17.370
Hilti Construction Adhesive 50kg,لاصق إنشائي 50kg,HW-103146,6337891403798,CAT059,,batch,11.163,13.958,PCS,Hilti,,20,wac,13.132
Hitachi  Door Hinge 12mm,مفصلات أبواب 12mm,HW-103147,6844330754809,CAT075,,none,5.265,6.322,pcs,Hitachi,HIT-18399,50,wac,5.773
