Account No,Customer Name,Phone,Credit Limit,Outstanding Balance,Salesman,Payment Terms
CN-02387,Oasis Engineering,53338750,,KWD 1173.40,Joseph,90 days
CN-02388,Oasis Workshop,58151645,,2852.38,Khaled,COD
CN-02389,Capital Workshop,96212761,10000,"3,727.44",Anwar,45 days
CN-02390,United Workshop,63167477,10000,"3.572,37",Suresh,90 days
CN-02391,Al Manar Contracting Co,55340892,1000,3156.76,Mahmoud,90 days
CN-02392,Capital Workshop,53363606,2500,826.29,Suresh,90 days
CN-02393,Al Manar Maintenance Co,54759680,10000,KWD 726.29,Khaled,60 days
CN-02394,Al Rai Trading Est,62067986,10000,3272.67,Mahmoud,90 days
CN-02395,Fahad Trading Est,92276927,5000,"1,222.87",Anwar,COD
CN-02396,Prime Interiors,51411989,,"996,90",Anwar,60 days
CN-02397,Oasis Interiors,96048947,,1672.96,Anwar,45 days
CN-02398,Marina Workshop,51816946,,657.09,Joseph,Cash
CN-02399,Al Rai MEP Services,58480948,1000,KWD 3781.35,Rakesh,45 days
CN-02400,Desert Workshop,66052069,2500,2853.31,Anwar,Cash
CN-02401,Modern MEP Services,52258264,5000,"2,692.70",Khaled,45 days
CN-02402,Marina MEP Services,67322218,10000,"3.729,86",Rakesh,COD
CN-02403,Fahad Contracting Co,63227248,,1561.30,Mahmoud,90 days
CN-02404,Desert Construction,94954211,1000,590.98,Anwar,60 days
CN-02405,Capital Trading Est,57283713,,KWD 3751.52,Joseph,60 days
CN-02406,Burgan MEP Services,52529925,10000,2531.95,Anwar,Cash
CN-02407,Mubarak Contracting Co,93778807,5000,"3,719.70",Rakesh,60 days
CN-02408,United MEP Services,54090766,10000,"1.170,06",Suresh,Cash
CN-02409,Reliable Builders,65238151,,3535.77,Khaled,Cash
CN-02410,Mubarak Construction,58597777,,522.47,Khaled,90 days
CN-02411,Oasis Real Estate,92950507,2500,KWD 2147.25,Khaled,45 days
CN-02412,Kazma Interiors,64312597,10000,3859.19,Mahmoud,30 days
CN-02413,Oasis Maintenance Co,98748887,1000,"1,964.09",Khaled,45 days
CN-02414,Burgan MEP Services,59399370,2500,"1.004,69",Rakesh,90 days
CN-02415,Modern Maintenance Co,58750794,,2376.18,Suresh,COD
CN-02416,Gulf Builders,69142331,5000,2709.62,Rakesh,COD
CN-02417,National Construction,52441025,10000,KWD 2233.09,Mahmoud,COD
CN-02418,United MEP Services,59148640,2500,231.62,Anwar,90 days
CN-02419,United Maintenance Co,51741754,5000,"1,581.98",Suresh,45 days
CN-02420,Desert Maintenance Co,93987752,1000,"502,00",Joseph,90 days
CN-02421,Oasis Construction,66993539,10000,840.07,Joseph,60 days
CN-02422,Pearl Interiors,66736190,2500,673.63,Suresh,90 days
CN-02423,Al Manar Engineering,96569871,10000,KWD 2025.32,Rakesh,Cash
CN-02424,Capital Engineering,68265833,5000,1990.88,Rakesh,90 days
CN-02425,National Builders,54703426,1000,"1,477.68",Mahmoud,30 days
CN-02426,Sabah Construction,67417889,2500,"1.582,02",Joseph,45 days
CN-02427,Capital Construction,99366342,,2957.22,Joseph,COD
CN-02428,Kazma Workshop,52904699,5000,1336.36,Anwar,30 days
CN-02429,Pearl Maintenance Co,64339620,1000,KWD 3156.47,Rakesh,30 days
CN-02430,Al Rai MEP Services,92199644,2500,227.81,Joseph,30 days
CN-02431,Burgan Real Estate,64345502,10000,"1,543.09",Khaled,Cash
CN-02432,Sabah Builders,68374622,1000,"51,94",Khaled,45 days
CN-02433,Mubarak Builders,55598203,1000,3800.61,Anwar,Cash
CN-02434,Salmi Engineering,91610120,5000,1531.79,Suresh,30 days
CN-02435,Kazma Interiors,69107953,2500,KWD 1898.71,Khaled,45 days
CN-02436,Salmi Builders,63120937,10000,1825.42,Rakesh,Cash
CN-02437,Fahad Construction,92969732,,"1,575.16",Suresh,90 days
CN-02438,Prime Maintenance Co,94029110,1000,"296,25",Rakesh,90 days
CN-02439,United Real Estate,91700717,10000,2535.11,Suresh,60 days
CN-02440,Reliable Interiors,56640555,,2168.37,Khaled,COD
CN-02441,Al Manar Construction,69135550,10000,KWD 2955.72,Khaled,COD
CN-02442,Al Rai Real Estate,63249485,5000,2623.20,Mahmoud,45 days
CN-02443,Salmi Interiors,97950372,2500,"1,990.80",Mahmoud,45 days
CN-02444,Burgan Engineering,98942467,1000,"1.983,87",Mahmoud,45 days
CN-02445,Sabah Interiors,99682739,,144.21,Khaled,90 days
CN-02446,Oasis Trading Est,53124522,2500,810.07,Rakesh,60 days
CN-02447,Desert Builders,51611549,,KWD 1232.89,Anwar,COD
CN-02448,Capital Real Estate,59398141,,3078.62,Khaled,Cash
CN-02449,Al Rai Workshop,57396153,10000,"3,508.01",Khaled,45 days
CN-02450,Burgan Real Estate,61271669,5000,"389,03",Suresh,30 days
CN-02451,Al Manar Trading Est,63271869,,155.21,Mahmoud,Cash
CN-02452,Burgan Construction,68383425,,1278.06,Anwar,30 days
CN-02453,National MEP Services,52840701,2500,KWD 1425.49,Joseph,COD
CN-02454,Sabah Construction,69175963,,1763.88,Suresh,60 days
CN-02455,Burgan Construction,96822178,1000,"1,600.19",Anwar,60 days
CN-02456,Sabah Maintenance Co,67292374,10000,"1.122,72",Joseph,60 days
CN-02457,Mubarak Trading Est,52884285,,252.90,Suresh,COD
CN-02458,Desert Workshop,95554440,10000,2980.34,Suresh,COD
CN-02459,United Workshop,51314945,10000,KWD 3913.74,Mahmoud,COD
CN-02460,Salmi Contracting Co,63638555,,2766.22,Khaled,COD
CN-02461,Capital Contracting Co,96837452,10000,116.27,Anwar,60 days
CN-02462,Capital Interiors,51788744,,"58,46",Khaled,60 days
CN-02463,Fahad Engineering,99816307,10000,361.87,Joseph,90 days
CN-02464,Marina Workshop,99651538,10000,2112.16,Suresh,COD
CN-02465,Desert MEP Services,59881598,2500,KWD 3593.95,Anwar,45 days
CN-02466,Desert Builders,97048613,2500,152.85,Rakesh,COD
CN-02467,United Engineering,61074524,10000,"2,674.41",Suresh,Cash
CN-02468,Reliable Contracting Co,62538306,,"3.654,17",Joseph,COD
CN-02469,Sabah Interiors,52995702,1000,2887.95,Mahmoud,30 days
CN-02470,Desert Maintenance Co,93413515,,571.09,Rakesh,90 days
CN-02471,Oasis Builders,95630059,,KWD 1983.47,Mahmoud,45 days
CN-02472,Pearl Workshop,61242774,,1554.15,Rakesh,60 days
CN-02473,National Maintenance Co,67791018,5000,"3,856.12",Khaled,Cash
CN-02474,Gulf Real Estate,59419001,5000,"3.170,67",Anwar,Cash
CN-02475,Salmi Workshop,55561882,5000,3213.05,Mahmoud,90 days
CN-02476,Prime Trading Est,91102260,10000,1359.92,Anwar,60 days
CN-02477,Desert MEP Services,54143060,10000,KWD 2058.81,Anwar,60 days
CN-02478,Pearl MEP Services,91645695,,3802.63,Joseph,45 days
CN-02479,Pearl Maintenance Co,97594021,5000,"1,268.93",Suresh,60 days
CN-02480,Kazma Engineering,91520727,1000,"3.164,12",Mahmoud,30 days
CN-02481,Marina Builders,66493621,2500,1343.37,Joseph,60 days
CN-02482,Reliable Engineering,96712960,10000,589.97,Joseph,60 days
CN-02483,Marina Construction,68492972,10000,KWD 3311.14,Rakesh,Cash
CN-02484,Burgan MEP Services,61253634,,2264.21,Anwar,90 days
CN-02485,Burgan Construction,95815615,1000,"3,126.41",Khaled,30 days
CN-02486,Desert Interiors,69349946,,"3.916,99",Mahmoud,30 days
CN-02487,Falcon MEP Services,64562985,5000,1644.50,Anwar,90 days
CN-02488,Al Manar Engineering,53933250,,3550.52,Mahmoud,90 days
CN-02489,Falcon MEP Services,61273531,,KWD 1694.45,Joseph,COD
CN-02490,Reliable Contracting Co,99839574,10000,3187.34,Joseph,90 days
CN-02491,Oasis Real Estate,65742212,1000,"2,675.37",Anwar,Cash
CN-02492,Mubarak Workshop,93847269,5000,"1.665,01",Joseph,Cash
CN-02493,Prime Trading Est,55842803,10000,2814.05,Suresh,60 days
CN-02494,Mubarak MEP Services,58371369,1000,2822.98,Suresh,Cash
CN-02495,Al Manar Engineering,65780974,5000,KWD 3075.24,Joseph,Cash
CN-02496,United Trading Est,68337800,,133.96,Joseph,Cash
CN-02497,Burgan Engineering,52077840,10000,"3,241.36",Mahmoud,90 days
CN-02498,Al Manar Builders,97355360,5000,"2.802,39",Rakesh,30 days
CN-02499,Pearl Trading Est,99937128,,1777.63,Khaled,30 days
CN-02500,Al Rai Maintenance Co,55003856,5000,-,Khaled,60 days
CN-02501,Al Rai Contracting Co,91914388,,KWD 769.22,Khaled,30 days
CN-02502,Fahad Workshop,97378599,1000,3228.62,Khaled,60 days
CN-02503,Sabah MEP Services,69870452,10000,"3,282.29",Anwar,45 days
CN-02504,Reliable Builders,55797427,,"2.130,33",Anwar,60 days
CN-02505,Modern Engineering,55802942,,403.14,Khaled,COD
CN-02506,Falcon Builders,93804790,5000,3375.62,Rakesh,45 days
CN-02507,Gulf Maintenance Co,67866060,,KWD 950.95,Anwar,Cash
CN-02508,Falcon Contracting Co,99445763,10000,2428.06,Khaled,90 days
CN-02509,Fahad MEP Services,54076710,,569.23,Khaled,60 days
CN-02510,Al Rai Workshop,97773253,5000,"3.324,60",Joseph,60 days
CN-02511,Falcon Builders,92630744,,2971.41,Rakesh,90 days
CN-02512,Marina MEP Services,59447479,2500,3155.91,Joseph,30 days
CN-02513,Reliable Construction,95636608,2500,KWD 2394.91,Rakesh,60 days
CN-02514,Reliable Maintenance Co,56499967,10000,3954.32,Mahmoud,60 days
CN-02515,Al Manar MEP Services,58989665,5000,"3,527.25",Khaled,COD
CN-02516,Marina Contracting Co,55950359,10000,"1.740,23",Mahmoud,30 days
CN-02517,Capital Workshop,61810053,5000,3897.62,Anwar,Cash
CN-02518,Burgan Workshop,54090166,,3015.46,Rakesh,90 days
CN-02519,Al Rai Engineering,54914134,2500,KWD 3285.84,Joseph,Cash
CN-02520,Desert Maintenance Co,52834539,5000,1440.22,Mahmoud,90 days
CN-02521,Desert Real Estate,96577753,1000,"3,063.75",Joseph,45 days
CN-02522,Salmi Workshop,92652800,,"1.384,47",Suresh,30 days
CN-02523,Desert Contracting Co,59429454,,2008.85,Khaled,90 days
CN-02524,Salmi Maintenance Co,91058326,1000,1353.38,Mahmoud,Cash
CN-02525,Burgan Construction,54847908,10000,KWD 120.86,Khaled,COD
CN-02526,Sabah Workshop,58215341,1000,3072.62,Joseph,COD
CN-02527,Reliable Contracting Co,54898151,10000,"3,864.20",Joseph,90 days
CN-02528,Falcon Interiors,53941398,10000,"1.491,63",Rakesh,60 days
CN-02529,Prime Engineering,56848343,5000,421.06,Khaled,45 days
CN-02530,Sabah Maintenance Co,92286375,5000,2123.84,Rakesh,45 days
CN-02531,Prime Contracting Co,97848523,2500,KWD 3923.34,Rakesh,60 days
CN-02532,Marina Engineering,96821051,10000,2590.42,Mahmoud,Cash
CN-02533,Falcon Builders,67363217,1000,744.40,Mahmoud,Cash
CN-02534,Sabah Workshop,55668961,2500,"3.271,12",Joseph,30 days
CN-02535,Prime Trading Est,96643828,,1992.64,Anwar,30 days
CN-02536,Burgan Maintenance Co,93223860,5000,2487.19,Joseph,90 days
CN-02537,Modern Interiors,58725494,5000,KWD 3274.76,Suresh,45 days
CN-02538,National Trading Est,61168940,,2985.17,Mahmoud,Cash
CN-02539,Pearl Builders,57241705,10000,"2,968.76",Joseph,90 days
CN-02540,Sabah Contracting Co,94011438,2500,"2.386,07",Suresh,30 days
CN-02541,Oasis Workshop,68030604,10000,2826.70,Suresh,30 days
CN-02542,Fahad Engineering,96732633,10000,1002.08,Anwar,COD
CN-02543,Oasis Engineering,56631991,1000,KWD 1005.74,Mahmoud,60 days
CN-02544,United Maintenance Co,94913122,1000,2015.35,Rakesh,60 days
CN-02545,Burgan MEP Services,59418090,1000,"2,089.01",Anwar,90 days
CN-02546,Prime Maintenance Co,99503921,,"867,51",Suresh,30 days
CN-02547,Capital Construction,68340116,5000,1142.40,Suresh,30 days
CN-02548,National Engineering,62569893,2500,1742.05,Khaled,30 days
CN-02549,Kazma Builders,92587332,,KWD 372.97,Khaled,90 days
CN-02550,Falcon Maintenance Co,69528261,2500,3587.17,Suresh,45 days
CN-02551,Falcon Workshop,69918204,10000,39.76,Joseph,Cash
CN-02552,Pearl MEP Services,62272739,5000,"621,60",Joseph,60 days
CN-02553,Falcon MEP Services,62014156,2500,3540.91,Anwar,45 days
CN-02554,Gulf Interiors,68419533,5000,2655.00,Anwar,Cash
CN-02555,Pearl MEP Services,91947431,1000,KWD 3797.74,Rakesh,30 days
CN-02556,Falcon Builders,65499776,5000,3269.56,Anwar,90 days
CN-02557,Modern Engineering,52817357,10000,"3,714.34",Khaled,60 days
CN-02558,Prime Builders,68442565,1000,"2.498,74",Anwar,COD
CN-02559,Capital MEP Services,55095742,,3858.99,Joseph,60 days
CN-02560,Fahad Contracting Co,58527661,5000,-,Khaled,COD
CN-02561,Capital Builders,58835487,1000,KWD 2759.84,Suresh,COD
CN-02562,Pearl Contracting Co,69042423,,827.51,Khaled,COD
CN-02563,Oasis MEP Services,52240416,10000,981.91,Rakesh,90 days
CN-02564,United Real Estate,67535281,10000,"41,79",Suresh,COD
CN-02565,Al Rai Trading Est,91809988,,573.92,Mahmoud,45 days
CN-02566,United Contracting Co,96875952,5000,927.04,Mahmoud,45 days
CN-02567,Fahad Builders,68367614,5000,KWD 3689.16,Suresh,COD
CN-02568,United Construction,64648275,2500,1511.99,Anwar,90 days
CN-02569,Prime Construction,56850567,2500,"2,950.38",Anwar,Cash
CN-02570,Salmi Real Estate,55145164,5000,"2.973,59",Rakesh,30 days
CN-02571,Prime Interiors,53341488,10000,210.20,Rakesh,Cash
CN-02572,Fahad Workshop,98813161,5000,775.81,Rakesh,45 days
CN-02573,Reliable Real Estate,64109604,10000,KWD 479.52,Rakesh,90 days
CN-02574,Capital Workshop,68278392,2500,2473.90,Mahmoud,30 days
CN-02575,Modern Maintenance Co,95564354,10000,"3,820.26",Anwar,90 days
CN-02576,Burgan Builders,53485108,10000,"2.287,32",Joseph,45 days
CN-02577,Oasis Trading Est,95273142,2500,2037.09,Mahmoud,45 days
CN-02578,Oasis Construction,52731511,10000,293.14,Rakesh,60 days
CN-02579,Salmi Trading Est,66472026,,KWD 6.02,Khaled,30 days
CN-02580,Kazma Real Estate,53806057,1000,2603.57,Rakesh,90 days
CN-02581,United Workshop,66157617,2500,"3,090.44",Suresh,30 days
CN-02582,Falcon Builders,98653966,1000,"3.925,94",Khaled,60 days
CN-02583,National Maintenance Co,96493844,1000,1565.72,Khaled,COD
CN-02584,Al Manar Workshop,54270386,1000,2798.22,Khaled,60 days
CN-02585,Oasis Interiors,57968053,1000,KWD 164.24,Khaled,60 days
CN-02586,Salmi Trading Est,93131228,2500,3366.47,Suresh,45 days
CN-02587,Fahad Real Estate,64865527,1000,"1,483.13",Anwar,Cash
CN-02588,Salmi Trading Est,96508632,2500,"2.677,61",Anwar,60 days
CN-02589,Al Rai MEP Services,96082994,2500,928.21,Mahmoud,COD
CN-02590,Salmi Contracting Co,57019867,5000,2077.98,Suresh,COD
CN-02591,Capital Workshop,58313225,2500,KWD 1793.11,Suresh,60 days
CN-02592,United Trading Est,92297494,1000,314.17,Rakesh,45 days
CN-02593,Kazma Engineering,92839922,10000,"3,896.42",Joseph,COD
CN-02594,Prime Maintenance Co,52382958,,"426,13",Suresh,COD
CN-02595,Marina Trading Est,61184903,5000,1679.18,Mahmoud,Cash
CN-02596,Capital Interiors,96874631,,3770.48,Joseph,90 days
CN-02597,Pearl MEP Services,54096122,1000,KWD 1745.67,Mahmoud,COD
CN-02598,Marina Engineering,94242326,,1219.94,Joseph,Cash
CN-02599,Falcon MEP Services,52566545,1000,"1,145.64",Anwar,Cash
CN-02600,Mubarak Maintenance Co,66055472,5000,"1.291,19",Anwar,30 days
CN-02601,Marina Workshop,57102285,,1614.73,Anwar,COD
CN-02602,United Builders,99733655,1000,3214.54,Anwar,60 days
CN-02603,Gulf Interiors,62239175,1000,KWD 1566.22,Rakesh,Cash
CN-02604,Capital Contracting Co,62856071,,1250.08,Rakesh,45 days
CN-02605,Reliable Interiors,59616935,1000,"2,197.97",Rakesh,30 days
CN-02606,Capital Contracting Co,92904646,10000,"3.639,08",Rakesh,COD
CN-02607,Prime Construction,63713433,5000,3576.39,Khaled,45 days
CN-02608,National MEP Services,57806821,1000,3971.76,Khaled,COD
CN-02609,Al Rai Trading Est,91921253,10000,KWD 3607.86,Joseph,60 days
CN-02610,Prime MEP Services,68335162,10000,2782.31,Joseph,30 days
CN-02611,Reliable Contracting Co,95025002,,434.76,Joseph,COD
CN-02612,Mubarak Builders,93976054,5000,"3.232,37",Suresh,60 days
CN-02613,Burgan Builders,97252025,10000,653.47,Joseph,60 days
CN-02614,Falcon Contracting Co,68973708,1000,2605.93,Rakesh,90 days
CN-02615,Falcon Builders,57132077,,KWD 837.14,Suresh,60 days
CN-02616,Falcon Builders,94643265,1000,1398.90,Suresh,COD
CN-02617,Pearl Maintenance Co,59084749,2500,"1,823.80",Khaled,60 days
CN-02618,Gulf Trading Est,58051480,2500,"2.946,25",Joseph,Cash
CN-02619,Al Rai Contracting Co,92009985,1000,2360.04,Rakesh,COD
CN-02620,Prime Construction,64232546,10000,1201.99,Mahmoud,45 days
CN-02621,Oasis Real Estate,54539661,1000,KWD 3787.08,Rakesh,30 days
CN-02622,Falcon Construction,53894806,2500,2568.21,Rakesh,COD
CN-02623,Mubarak Workshop,63837899,2500,"3,557.21",Suresh,60 days
CN-02624,Al Rai Trading Est,96724619,1000,"2.754,64",Anwar,Cash
CN-02625,Salmi Maintenance Co,93397828,1000,735.53,Mahmoud,45 days
CN-02626,Pearl Workshop,52264736,5000,2253.29,Mahmoud,COD
CN-02627,Sabah Real Estate,56806948,10000,KWD 2572.04,Anwar,COD
CN-02628,Burgan Maintenance Co,66149987,5000,286.43,Rakesh,60 days
CN-02629,Oasis Trading Est,98436794,10000,"1,315.56",Khaled,Cash
CN-02630,Fahad Contracting Co,55074859,1000,"2.948,71",Suresh,30 days
CN-02631,Falcon Real Estate,67319354,,3531.45,Rakesh,60 days
CN-02632,Mubarak Interiors,54945310,,2100.64,Anwar,90 days
CN-02633,Kazma Maintenance Co,58236691,1000,KWD 3894.76,Joseph,45 days
CN-02634,Salmi Real Estate,66781445,1000,387.60,Khaled,45 days
CN-02635,Al Rai Engineering,96533195,1000,"3,339.14",Mahmoud,Cash
CN-02636,Capital Real Estate,92054435,1000,"1.793,62",Khaled,90 days
CN-02637,National Engineering,61478195,,614.97,Anwar,45 days
CN-02638,Fahad Workshop,59971158,,1742.88,Anwar,Cash
CN-02639,Mubarak Real Estate,59372709,1000,KWD 986.36,Mahmoud,COD
CN-02640,Oasis Workshop,55728085,,3083.56,Suresh,60 days
CN-02641,Falcon Maintenance Co,56032566,,607.69,Joseph,90 days
CN-02642,Gulf MEP Services,98716331,5000,"2.046,74",Mahmoud,60 days
CN-02643,Al Rai Engineering,67203090,1000,1929.51,Khaled,60 days
CN-02644,Capital Contracting Co,91208376,1000,2491.01,Suresh,45 days
CN-02645,Pearl MEP Services,56941722,2500,KWD 1941.35,Joseph,COD
CN-02646,Al Rai Contracting Co,59242788,2500,1101.22,Suresh,60 days
CN-02647,Sabah Workshop,97761027,1000,"3,044.00",Joseph,45 days
CN-02648,Burgan Engineering,96458886,10000,"2.733,94",Rakesh,90 days
CN-02649,Al Rai Interiors,62143790,5000,332.74,Khaled,Cash
CN-02650,Desert Contracting Co,56436158,5000,1757.31,Joseph,Cash
CN-02651,Sabah Real Estate,91778601,,KWD 368.88,Suresh,30 days
CN-02652,Mubarak Engineering,92872526,1000,2744.15,Suresh,90 days
CN-02653,Fahad Engineering,56736194,1000,"1,432.24",Anwar,60 days
CN-02654,Salmi Contracting Co,54310618,2500,"2.927,35",Suresh,45 days
CN-02655,Marina Engineering,61772739,2500,1273.94,Mahmoud,30 days
CN-02656,Burgan Real Estate,91567553,,3455.53,Rakesh,Cash
CN-02657,Desert Maintenance Co,52952327,2500,KWD 3989.73,Anwar,30 days
CN-02658,Salmi Construction,56728052,,326.74,Khaled,30 days
CN-02659,Oasis Real Estate,57536001,10000,"1,824.38",Suresh,60 days
CN-02660,Al Rai Engineering,94183475,,"574,86",Joseph,Cash
CN-02661,United Maintenance Co,54752617,,3791.67,Mahmoud,30 days
CN-02662,Sabah Builders,65353126,1000,710.02,Khaled,45 days
CN-02663,Al Manar Trading Est,94782973,5000,KWD 1122.57,Rakesh,45 days
CN-02664,National Maintenance Co,98725868,2500,2009.00,Rakesh,COD
CN-02665,United MEP Services,55145075,2500,809.15,Anwar,60 days
CN-02666,Pearl Workshop,55305017,5000,"86,18",Khaled,60 days
CN-02667,Sabah Contracting Co,93374835,5000,1843.83,Joseph,90 days
CN-02668,Kazma Construction,97511842,10000,3986.78,Anwar,30 days
CN-02669,Prime Contracting Co,55781805,10000,KWD 1382.91,Joseph,30 days
CN-02670,Pearl Contracting Co,94054402,5000,476.94,Khaled,90 days
CN-02671,Gulf Engineering,61106890,10000,862.76,Suresh,COD
CN-02672,Fahad MEP Services,94576159,10000,"3.948,00",Rakesh,COD
CN-02673,Falcon Contracting Co,61803079,10000,1878.52,Joseph,45 days
CN-02674,Modern Builders,67985345,1000,2121.99,Anwar,COD
CN-02675,Al Rai MEP Services,99127314,1000,KWD 3087.62,Rakesh,90 days
CN-02676,Desert MEP Services,92516624,1000,3628.73,Rakesh,60 days
CN-02677,Salmi Trading Est,95447831,10000,"3,127.59",Anwar,30 days
CN-02678,Prime MEP Services,63427778,2500,"2.547,46",Joseph,60 days
CN-02679,Sabah Trading Est,69905703,1000,2163.90,Joseph,60 days
CN-02680,Kazma Workshop,69415036,10000,326.43,Anwar,COD
CN-02681,Capital Interiors,61769333,10000,KWD 2222.27,Rakesh,90 days
CN-02682,Burgan Builders,67680794,1000,1041.62,Joseph,COD
CN-02683,Gulf Trading Est,98413242,1000,"1,285.68",Rakesh,60 days
CN-02684,United Workshop,99563185,1000,"2.857,85",Joseph,Cash
CN-02685,Capital Construction,62738955,1000,2388.43,Suresh,COD
CN-02686,Desert Real Estate,66880155,10000,2981.81,Anwar,90 days
CN-02687,Al Rai Builders,97958150,2500,KWD 3458.73,Joseph,60 days
CN-02688,Pearl Engineering,61184075,10000,1564.65,Suresh,90 days
CN-02689,Al Manar Construction,67803054,2500,"2,887.70",Anwar,Cash
CN-02690,Kazma Contracting Co,68811143,2500,"1.737,76",Anwar,30 days
CN-02691,Falcon Construction,59588877,5000,2617.65,Suresh,60 days
CN-02692,Modern Builders,94903192,5000,2915.19,Suresh,60 days
CN-02693,Pearl Trading Est,95147472,5000,KWD 2984.85,Joseph,30 days
CN-02694,Kazma Builders,67883912,5000,3890.30,Joseph,45 days
CN-02695,Capital Engineering,95258257,1000,"2,580.74",Rakesh,90 days
CN-02696,Al Manar Real Estate,94821391,1000,"2.908,12",Khaled,COD
CN-02697,Kazma Construction,92442718,10000,1174.50,Suresh,60 days
CN-02698,United Interiors,59144525,,351.16,Anwar,COD
CN-02699,Pearl Engineering,53887482,,KWD 2884.63,Joseph,45 days
CN-02700,Burgan Real Estate,66422204,5000,3311.00,Joseph,COD
CN-02701,Reliable Real Estate,53205973,,305.58,Anwar,30 days
CN-02702,United Real Estate,96949507,,"1.053,97",Khaled,60 days
CN-02703,Al Rai MEP Services,51007316,5000,3661.56,Suresh,60 days
CN-02704,Desert Builders,67009175,2500,3187.95,Anwar,45 days
CN-02705,National Trading Est,66617467,1000,KWD 155.38,Khaled,90 days
CN-02706,Salmi Maintenance Co,66010173,5000,3203.84,Suresh,90 days
CN-02707,Capital Contracting Co,53413406,5000,"3,694.84",Joseph,30 days
CN-02708,Oasis Contracting Co,96523461,10000,"3.752,64",Joseph,60 days
CN-02709,Marina Workshop,91330713,1000,3879.61,Joseph,60 days
CN-02710,Desert Construction,69599739,,1639.22,Mahmoud,Cash
CN-02711,Oasis Real Estate,99987138,1000,KWD 3423.15,Mahmoud,90 days
