sku,warehouse,quantity,unitCost,trackingType,partNumber,serialNumbers
HW-102948,Fahaheel Branch,5,23.543,none,GUL-59749,
HW-102949,Shuwaikh Main,0,6.430,none,TOT-82169,
HW-102950,Ardiya Warehouse,5,9.006,none,YAT-29615,
HW-102951,Shuwaikh Main,3,12.088,none,SAT-22571,
HW-102952,Fahaheel Branch,0,6.669,none,TOT-49909,
HW-102953,Ardiya Warehouse,0,22.508,none,YAT-62235,
HW-102954,Rai Branch,0,21.807,none,TOT-59394,
HW-102955,Shuwaikh Main,5,10.106,none,SAT-49540,
HW-102956,Ardiya Warehouse,3,2.467,none,HIT-85804,
HW-102957,Fahaheel Branch,1,18.035,batch,AL--43134,
HW-102958,Fahaheel Branch,5,3.572,none,RID-49313,
HW-102959,Rai Branch,5,6.267,none,HIT-58833,
HW-102960,Fahaheel Branch,2,294.146,none,SAT-46313,
HW-102961,Shuwaikh Main,2,15.935,none,TOL-16695,
HW-102962,Rai Branch,5,KWD 11.430,none,HIL-30091,
HW-102963,Ardiya Warehouse,0,3.377,none,GUL-62106,
HW-102964,Rai Branch,4,12.754,none,CRO-37497,
HW-102965,Rai Branch,1,9.645,none,SKI-46652,
HW-102966,Fahaheel Branch,0,13.529,none,MAK-15539,
HW-102967,Rai Branch,4,18.094,none,BOS-12903,
HW-102968,Fahaheel Branch,4,5.538,none,CRO-67152,
HW-102969,Fahaheel Branch,4,3.528,none,AL--55937,
HW-102970,Ardiya Warehouse,1,11.828,none,YAT-6281,
HW-102971,Rai Branch,2,18.774,none,HIL-98932,
HW-102972,Rai Branch,5,19.550,batch,GUL-38984,
HW-102973,Fahaheel Branch,2,23.381,none,HIL-63931,
HW-102974,Fahaheel Branch,0,14.151,batch,TRU-89761,
HW-102975,Ardiya Warehouse,1,15.579,none,HIT-93605,
HW-102976,Ardiya Warehouse,0,24.825,batch,STA-74526,
HW-102977,Fahaheel Branch,0,13.309,none,MET-35217,
HW-102978,Fahaheel Branch,0,21.338,none,BLA-62558,
HW-102979,Rai Branch,4,KWD 16.397,batch,YAT-85036,
HW-102980,Rai Branch,4,7.883,batch,MET-58971,
HW-102981,Rai Branch,4,3.572,none,ING-39473,
HW-102982,Shuwaikh Main,4,14.482,none,DEW-8905,
HW-102983,Shuwaikh Main,1,78.352,none,STA-63310,
HW-102984,Rai Branch,5,12.555,none,GUL-86973,
HW-102985,Fahaheel Branch,4,KD 19.633,none,TOT-30408,
HW-102986,Rai Branch,2,110.488,none,TRU-65241,
HW-102987,Rai Branch,0,22.951,none,SAT-65493,
HW-102988,Ardiya Warehouse,0,15.377,none,HIL-41579,
HW-102989,Fahaheel Branch,4,2.805,none,BLA-21443,
HW-102990,Rai Branch,3,KWD 22.581,none,SKI-10268,
HW-102991,Fahaheel Branch,1,KD 66.431,none,TOL-83337,
HW-102992,Fahaheel Branch,5,23.602,none,ING-70612,
HW-102993,Ardiya Warehouse,4,18.514,batch,DEW-17300,
HW-102994,Rai Branch,3,19.399,none,,
HW-102995,Rai Branch,0,15.854,none,STA-19910,
HW-102996,Fahaheel Branch,1,KWD 1.674,batch,KAR-5070,
HW-102997,Shuwaikh Main,3,KWD 1.355,none,KAR-72363,
HW-102998,Ardiya Warehouse,4,21.479,none,HIL-98114,
HW-102999,Ardiya Warehouse,1,17.872,none,KAR-9876,
HW-103000,Ardiya Warehouse,3,24.175,none,DEW-15232,
HW-103001,Ardiya Warehouse,2,16.122,batch,TRU-53776,
HW-103002,Rai Branch,5,20.958,none,YAT-33640,
HW-103003,Shuwaikh Main,4,18.891,none,BOS-59175,
HW-103004,Shuwaikh Main,4,16.145,none,TRU-15282,
HW-103005,Fahaheel Branch,2,16.877,none,BLA-15320,
HW-103006,Ardiya Warehouse,1,17.843,none,HIL-46328,
HW-103007,Ardiya Warehouse,4,20.756,none,TOL-76952,
HW-103008,Rai Branch,1,21.168,none,TRU-6062,
HW-103009,Rai Branch,3,10.566,none,,
HW-103010,Rai Branch,1,11.570,none,BLA-47465,
HW-103011,Rai Branch,1,84.020,none,BOS-69849,
HW-103012,Fahaheel Branch,2,290.476,batch,TRU-68609,
HW-103013,Rai Branch,3,24.143,none,BLA-40428,
HW-103014,Fahaheel Branch,3,KWD 14.781,none,YAT-23516,
HW-103015,Fahaheel Branch,1,2.987,none,,
HW-103016,Shuwaikh Main,5,0.213,none,SAT-56376,
HW-103017,Rai Branch,0,155.549,none,MAK-98449,
HW-103018,Shuwaikh Main,4,16.455,none,AL--89361,
HW-103019,Rai Branch,0,19.545,none,GUL-77311,
HW-103020,Fahaheel Branch,1,50.814,none,RID-85159,
HW-103021,Fahaheel Branch,4,3.588,none,TOL-82735,
HW-103022,Fahaheel Branch,3,9.715,none,MAK-40299,
HW-103023,Ardiya Warehouse,4,16.274,none,HIL-61980,
HW-103024,Shuwaikh Main,5,KWD 13.679,none,ING-78200,
HW-103025,Shuwaikh Main,3,16.627,none,HIT-91932,
HW-103026,Rai Branch,2,KD 159.530,none,MET-40671,
HW-103027,Shuwaikh Main,0,14.195,none,TOT-11986,
HW-103028,Rai Branch,5,2.713,none,,
HW-103029,Ardiya Warehouse,4,22.933,none,TOT-29835,
HW-103030,Rai Branch,3,17.739,none,STA-92069,
HW-103031,Shuwaikh Main,5,10.466,none,SAT-78808,
HW-103032,Ardiya Warehouse,5,7.984,batch,,
HW-103033,Shuwaikh Main,4,KD 20.676,none,TOL-38821,
HW-103034,Ardiya Warehouse,5,18.163,none,HIL-2675,
HW-103035,Rai Branch,0,4.193,none,MAK-82383,
HW-103036,Fahaheel Branch,1,9.482,none,,
HW-103037,Fahaheel Branch,2,14.707,none,BLA-92772,
HW-103038,Shuwaikh Main,2,4.901,none,ING-28994,
HW-103039,Ardiya Warehouse,3,1.203,none,SKI-82834,
HW-103040,Fahaheel Branch,0,7.076,none,,
HW-103041,Shuwaikh Main,2,22.542,batch,TOT-57879,
HW-103042,Fahaheel Branch,1,KWD 239.816,none,,
HW-103043,Rai Branch,0,3.605,none,ING-67232,
HW-103044,Rai Branch,2,19.395,none,MAK-24520,
HW-103045,Ardiya Warehouse,3,10.182,none,RID-99833,
HW-103046,Rai Branch,4,3.690,none,KAR-82029,
HW-103047,Shuwaikh Main,2,22.943,batch,BOS-61221,
HW-103048,Shuwaikh Main,4,4.804,none,SKI-78484,
HW-103049,Rai Branch,1,11.062,none,MAK-51267,
HW-103050,Shuwaikh Main,0,14.415,none,STA-68726,
HW-103051,Fahaheel Branch,0,5.119,none,YAT-61531,
HW-103052,Ardiya Warehouse,3,KWD 12.268,none,HIL-90564,
HW-103053,Shuwaikh Main,0,8.504,none,TOT-71364,
HW-103054,Rai Branch,1,17.939,batch,STA-49581,
HW-103055,Fahaheel Branch,3,20.690,none,HIL-11131,
HW-103056,Ardiya Warehouse,2,20.824,none,AL--60517,
HW-103057,Ardiya Warehouse,3,8.431,none,AL--77151,
HW-103058,Shuwaikh Main,3,22.542,none,HIL-80664,
HW-103059,Rai Branch,4,8.871,none,MAK-42019,
HW-103060,Fahaheel Branch,1,1.397,none,TOT-38202,
HW-103061,Rai Branch,2,15.165,none,KAR-57695,
HW-103062,Shuwaikh Main,4,24.544,none,,
HW-103063,Fahaheel Branch,2,17.173,none,STA-73545,
HW-103064,Ardiya Warehouse,2,20.297,none,TOL-40119,
HW-103065,Fahaheel Branch,2,17.163,none,ING-53424,
HW-103066,Fahaheel Branch,0,4.951,none,DEW-34030,
HW-103067,Shuwaikh Main,0,22.835,none,BOS-49053,
HW-103068,Ardiya Warehouse,2,21.143,none,SAT-62599,
HW-103069,Ardiya Warehouse,2,8.553,none,HIL-2268,
HW-103070,Fahaheel Branch,2,23.200,none,BLA-11514,
HW-103071,Rai Branch,0,KWD 1.930,none,,
HW-103072,Rai Branch,1,23.976,none,ING-70872,
HW-103073,Rai Branch,5,KD 11.035,none,CRO-47661,
HW-103074,Ardiya Warehouse,1,1.757,none,YAT-79162,
HW-103075,Ardiya Warehouse,5,0.175,none,TOL-56587,
HW-103076,Shuwaikh Main,2,15.158,none,AL--50325,
HW-103077,Shuwaikh Main,0,22.316,none,STA-35264,
HW-103078,Shuwaikh Main,5,KD 6.491,none,MET-2009,
HW-103079,Shuwaikh Main,4,KD 4.823,none,,
HW-103080,Ardiya Warehouse,4,16.538,none,SAT-54140,
HW-103081,Rai Branch,2,KD 11.328,batch,KAR-43734,
HW-103082,Fahaheel Branch,0,16.787,batch,KAR-90965,
HW-103083,Fahaheel Branch,0,8.710,none,,
HW-103084,Fahaheel Branch,3,3.003,none,TRU-46113,
HW-103085,Ardiya Warehouse,3,16.361,none,BOS-71138,
HW-103086,Rai Branch,2,6.916,batch,TOT-17155,
HW-103087,Shuwaikh Main,4,24.185,none,DEW-89147,
HW-103088,Fahaheel Branch,3,6.853,none,SAT-40860,
HW-103089,Shuwaikh Main,2,KWD 105.556,none,AL--77486,
HW-103090,Fahaheel Branch,3,102.770,none,HIT-71887,
HW-103091,Shuwaikh Main,1,23.541,batch,DEW-81239,
HW-103092,Ardiya Warehouse,5,18.958,none,TRU-67084,
HW-103093,Rai Branch,2,14.376,batch,DEW-47182,
HW-103094,Rai Branch,2,11.591,none,CRO-63906,
HW-103095,Shuwaikh Main,4,2.240,none,,
HW-103096,Fahaheel Branch,5,17.772,none,MET-74659,
HW-103097,Rai Branch,2,23.004,none,TRU-6661,
HW-103098,Shuwaikh Main,4,10.238,none,AL--68111,
HW-103099,Rai Branch,0,20.787,none,GUL-55368,
HW-103100,Shuwaikh Main,3,16.058,none,BOS-95885,
HW-103101,Shuwaikh Main,2,80.442,batch,HIL-41904,
HW-103102,Rai Branch,3,4.971,none,CRO-27827,
HW-103103,Rai Branch,3,10.482,none,KAR-50640,
HW-103104,Ardiya Warehouse,0,245.186,none,HIT-34554,
HW-103105,Shuwaikh Main,2,KWD 9.280,none,TOL-48096,
HW-103106,Fahaheel Branch,1,11.713,none,HIL-37836,
HW-103107,Ardiya Warehouse,5,22.418,none,TOT-6308,
HW-103108,Rai Branch,3,16.227,batch,BOS-99353,
HW-103109,Shuwaikh Main,1,7.004,none,MAK-9657,
HW-103110,Fahaheel Branch,5,128.942,none,CRO-62667,
HW-103111,Fahaheel Branch,5,6.893,none,TRU-91692,
HW-103112,Rai Branch,4,1.331,none,STA-67767,
HW-103113,Fahaheel Branch,2,17.867,none,KAR-1282,
HW-103114,Fahaheel Branch,4,3.794,none,SAT-86901,
HW-103115,Fahaheel Branch,0,4.400,none,BOS-84811,
HW-103116,Shuwaikh Main,0,5.712,none,MAK-55138,
HW-103117,Shuwaikh Main,5,11.845,none,AL--32553,
HW-103118,Rai Branch,5,5.151,none,CRO-18285,
HW-103119,Rai Branch,3,11.964,none,MET-35872,
HW-103120,Shuwaikh Main,0,KD 14.073,none,KAR-22462,
HW-103121,Fahaheel Branch,1,23.067,none,GUL-55007,
HW-103122,Rai Branch,4,0.449,none,BLA-31184,
HW-103123,Rai Branch,1,25.034,none,MAK-55794,
HW-103124,Rai Branch,5,24.172,none,MET-4447,
HW-103125,Rai Branch,0,24.442,none,RID-85887,
HW-103126,Fahaheel Branch,0,KWD 16.453,none,TOT-89424,
HW-103127,Fahaheel Branch,2,5.338,batch,HIT-35802,
HW-103128,Ardiya Warehouse,0,17.429,none,,
HW-103129,Rai Branch,5,8.636,none,MET-62749,
HW-103130,Ardiya Warehouse,5,2.682,none,CRO-96185,
HW-103131,Shuwaikh Main,0,17.513,none,RID-60716,
HW-103132,Shuwaikh Main,1,12.734,none,TOL-53584,
HW-103133,Rai Branch,3,21.778,none,DEW-51104,
HW-103134,Fahaheel Branch,0,6.629,batch,TOL-6672,
HW-103135,Ardiya Warehouse,0,3.354,none,GUL-32600,
HW-103136,Fahaheel Branch,3,KD 3.109,none,RID-85142,
HW-103137,Rai Branch,4,1.035,none,BLA-22418,
HW-103138,Fahaheel Branch,0,4.231,none,BLA-20314,
HW-103139,Fahaheel Branch,0,KD 17.178,none,ING-11858,
HW-103140,Ardiya Warehouse,4,23.645,none,KAR-54673,
HW-103141,Shuwaikh Main,5,14.053,none,TOL-4164,
HW-103142,Fahaheel Branch,0,24.093,batch,SKI-99359,
HW-103143,Ardiya Warehouse,4,23.075,none,HIL-83224,
HW-103144,Ardiya Warehouse,5,21.767,none,TOL-72531,
HW-103145,Shuwaikh Main,5,KWD 15.748,none,BLA-96937,
HW-103146,Shuwaikh Main,1,11.163,batch,HIL-66304,
HW-103147,Fahaheel Branch,1,5.265,none,HIT-18399,
HW-103148,Fahaheel Branch,4,KD 15.045,none,RID-58765,
HW-103149,Ardiya Warehouse,0,18.116,batch,ING-89460,
HW-103150,Ardiya Warehouse,5,17.448,none,,
HW-103151,Shuwaikh Main,5,3.439,batch,AL--50687,
HW-103152,Fahaheel Branch,3,6.098,none,BLA-73121,
HW-103153,Fahaheel Branch,1,KD 21.042,none,SAT-45017,
HW-103154,Shuwaikh Main,2,10.928,batch,KAR-92284,
HW-103155,Rai Branch,5,22.877,none,SKI-44244,
HW-103156,Ardiya Warehouse,4,24.956,none,MET-38484,
HW-103157,Ardiya Warehouse,3,291.625,none,STA-7014,
HW-103158,Rai Branch,3,24.451,none,TRU-62963,
HW-103159,Fahaheel Branch,5,21.063,none,SAT-6207,
HW-103160,Fahaheel Branch,3,24.389,none,HIL-27405,
HW-103161,Rai Branch,4,11.534,none,SKI-17447,
HW-103162,Shuwaikh Main,3,10.730,none,HIL-60443,
HW-103163,Ardiya Warehouse,0,11.941,none,TOT-78117,
HW-103164,Shuwaikh Main,4,2.487,batch,,
HW-103165,Shuwaikh Main,2,20.364,none,KAR-1378,
HW-103166,Ardiya Warehouse,4,7.970,none,TOT-30979,
HW-103167,Fahaheel Branch,4,20.168,none,AL--44599,
HW-103168,Shuwaikh Main,4,19.367,none,MET-95518,
HW-103169,Rai Branch,5,21.993,none,KAR-62254,
HW-103170,Shuwaikh Main,1,20.390,none,CRO-53547,
HW-103171,Rai Branch,3,19.756,none,CRO-18081,
HW-103172,Rai Branch,0,0.964,none,SKI-60787,
HW-103173,Rai Branch,0,12.677,none,TRU-2639,
HW-103174,Fahaheel Branch,1,9.789,none,SKI-32919,
HW-103175,Ardiya Warehouse,2,11.168,batch,SAT-62897,
HW-103176,Ardiya Warehouse,3,7.291,none,GUL-61721,
HW-103177,Ardiya Warehouse,5,9.383,none,BLA-20136,
HW-103178,Shuwaikh Main,2,6.355,none,KAR-79336,
HW-103179,Shuwaikh Main,2,5.030,none,,
HW-103180,Shuwaikh Main,2,96.145,none,SKI-91752,
HW-103181,Fahaheel Branch,2,KD 0.682,none,STA-57505,
HW-103182,Shuwaikh Main,3,5.698,none,MAK-55530,
HW-103183,Rai Branch,0,23.624,none,CRO-57387,
HW-103184,Fahaheel Branch,3,KD 3.372,none,BLA-80934,
HW-103185,Ardiya Warehouse,1,16.666,none,,
HW-103186,Shuwaikh Main,2,5.174,none,TOL-92729,
HW-103187,Rai Branch,0,21.390,none,AL--17469,
HW-103188,Shuwaikh Main,4,17.583,none,TOT-17521,
HW-103189,Fahaheel Branch,0,19.001,none,AL--85344,
HW-103190,Rai Branch,2,2.768,none,,
HW-103191,Fahaheel Branch,1,14.576,none,,
HW-103192,Ardiya Warehouse,3,19.500,batch,,
HW-103193,Shuwaikh Main,3,22.722,none,GUL-10190,
HW-103194,Fahaheel Branch,1,13.496,none,BLA-74516,
HW-103195,Shuwaikh Main,0,6.193,none,BLA-42183,
HW-103196,Fahaheel Branch,1,15.514,none,TRU-82563,
HW-103197,Fahaheel Branch,4,17.281,none,BOS-87801,
HW-103198,Ardiya Warehouse,2,2.568,none,BLA-22578,
HW-103199,Fahaheel Branch,5,94.530,batch,CRO-41514,
HW-103200,Rai Branch,4,KD 13.332,none,AL--67520,
HW-103201,Fahaheel Branch,3,23.296,none,STA-79768,
HW-103202,Rai Branch,5,2.567,none,GUL-35573,
HW-103203,Rai Branch,2,7.542,none,TOT-30363,
HW-103204,Ardiya Warehouse,4,24.577,none,,
HW-103205,Fahaheel Branch,4,KWD 1.464,none,HIT-10755,
HW-103206,Ardiya Warehouse,1,23.230,none,HIL-92112,
HW-103207,Shuwaikh Main,5,16.876,none,CRO-97377,
HW-103208,Shuwaikh Main,0,24.534,none,DEW-12872,
HW-103209,Shuwaikh Main,4,5.339,none,,
HW-103210,Shuwaikh Main,2,KD 9.442,none,ING-9297,
HW-103211,Ardiya Warehouse,3,21.184,none,STA-52234,
HW-103212,Ardiya Warehouse,1,6.945,none,BOS-12201,
HW-103213,Fahaheel Branch,5,23.248,none,DEW-80705,
HW-103214,Fahaheel Branch,1,KD 11.184,none,GUL-78414,
HW-103215,Shuwaikh Main,4,5.795,batch,DEW-52472,
HW-103216,Shuwaikh Main,4,21.532,batch,ING-17525,
HW-103217,Fahaheel Branch,0,210.531,none,STA-88234,
HW-103218,Shuwaikh Main,4,19.749,none,,
HW-103219,Ardiya Warehouse,4,10.494,none,ING-56595,
HW-103220,Ardiya Warehouse,5,21.122,none,AL--14303,
HW-103221,Fahaheel Branch,4,10.637,none,GUL-96648,
HW-103222,Shuwaikh Main,1,11.093,none,YAT-67516,
HW-103223,Shuwaikh Main,0,4.330,none,BLA-31123,
HW-103224,Shuwaikh Main,0,7.928,none,ING-9872,
HW-103225,Shuwaikh Main,1,10.915,none,SAT-41966,
HW-103226,Ardiya Warehouse,4,20.394,none,ING-86364,
HW-103227,Shuwaikh Main,2,2.389,batch,KAR-39237,
HW-103228,Rai Branch,0,5.376,none,TOT-92836,
HW-103229,Fahaheel Branch,4,12.109,none,KAR-92553,
HW-103230,Ardiya Warehouse,0,11.092,none,TOL-15149,
HW-103231,Ardiya Warehouse,5,12.356,none,TOT-47459,
HW-103232,Rai Branch,1,20.635,batch,ING-72852,
HW-103233,Fahaheel Branch,3,8.442,none,CRO-68958,
HW-103234,Shuwaikh Main,5,KD 23.831,none,BLA-18249,
HW-103235,Ardiya Warehouse,3,2.277,none,,
HW-103236,Fahaheel Branch,0,9.606,none,KAR-4905,
HW-103237,Fahaheel Branch,0,KWD 22.368,batch,DEW-48280,
HW-103238,Shuwaikh Main,2,0.162,none,SAT-62378,
HW-103239,Rai Branch,1,8.356,none,AL--95900,
HW-103240,Rai Branch,3,KWD 16.729,none,BOS-9105,
HW-103241,Shuwaikh Main,2,18.713,none,,
HW-103242,Fahaheel Branch,2,4.085,none,YAT-59026,
HW-103243,Fahaheel Branch,5,23.849,none,,
HW-103244,Shuwaikh Main,3,13.458,none,RID-60451,
HW-103245,Rai Branch,3,10.325,batch,SKI-36111,
HW-103246,Fahaheel Branch,0,8.804,none,BLA-86922,
HW-103247,Fahaheel Branch,1,7.426,none,TOT-10293,
HW-103248,Shuwaikh Main,4,9.319,batch,MAK-87967,
HW-103249,Fahaheel Branch,0,7.292,none,ING-27335,
HW-103250,Shuwaikh Main,5,22.978,none,TRU-5823,
HW-103251,Ardiya Warehouse,5,12.222,none,YAT-86472,
HW-103252,Ardiya Warehouse,5,KWD 3.793,none,STA-14621,
HW-103253,Shuwaikh Main,5,22.138,none,SKI-48075,
HW-103254,Ardiya Warehouse,0,2.076,none,,
HW-103255,Rai Branch,4,KWD 18.772,none,,
HW-103256,Rai Branch,0,23.520,none,,
HW-103257,Rai Branch,4,KWD 11.089,none,BOS-73047,
HW-103258,Rai Branch,0,KD 1.304,none,,
HW-103259,Ardiya Warehouse,0,19.424,none,CRO-21440,
HW-103260,Fahaheel Branch,0,109.835,none,,
HW-103261,Shuwaikh Main,0,8.875,none,,
HW-103262,Shuwaikh Main,0,KD 11.510,none,GUL-81971,
HW-103263,Rai Branch,2,KWD 6.283,none,,
HW-103264,Rai Branch,3,10.668,none,AL--12853,
HW-103265,Rai Branch,2,1.305,none,TOT-39819,
HW-103266,Ardiya Warehouse,4,10.153,none,TOT-97263,
HW-103267,Fahaheel Branch,1,21.129,none,BLA-52043,
HW-103268,Fahaheel Branch,0,12.906,none,,
HW-103269,Ardiya Warehouse,0,14.448,batch,CRO-1132,
HW-103270,Ardiya Warehouse,1,5.018,none,TOT-44670,
HW-103271,Shuwaikh Main,2,24.370,none,MET-1431,
HW-103272,Rai Branch,1,4.709,none,TOL-33261,
HW-103273,Shuwaikh Main,2,176.720,none,SKI-59050,
HW-103274,Shuwaikh Main,4,24.462,batch,DEW-64999,
HW-103275,Shuwaikh Main,2,11.089,none,RID-39987,
HW-103276,Fahaheel Branch,0,KD 12.488,batch,TRU-36980,
HW-103277,Rai Branch,2,11.859,none,HIL-65288,
HW-103278,Shuwaikh Main,1,18.784,none,SKI-71978,
HW-103279,Shuwaikh Main,2,20.754,none,TRU-10707,
HW-103280,Rai Branch,0,2.802,none,RID-78354,
HW-103281,Ardiya Warehouse,1,5.425,batch,GUL-3037,
HW-103282,Ardiya Warehouse,5,9.354,none,GUL-64880,
HW-103283,Shuwaikh Main,5,24.901,none,GUL-1143,
HW-103284,Shuwaikh Main,2,3.512,batch,TRU-94732,
HW-103285,Shuwaikh Main,1,14.225,none,CRO-70937,
HW-103286,Rai Branch,0,2.811,none,KAR-57211,
HW-103287,Shuwaikh Main,0,15.304,none,,
HW-103288,Rai Branch,1,4.008,none,MAK-16925,
HW-103289,Ardiya Warehouse,1,19.730,none,,
HW-103290,Shuwaikh Main,0,5.349,batch,,
HW-103291,Fahaheel Branch,4,12.150,none,HIT-42701,
HW-103292,Rai Branch,2,4.875,none,KAR-20719,
HW-103293,Ardiya Warehouse,0,287.772,none,BLA-93561,
HW-103294,Rai Branch,0,22.333,none,SKI-32917,
HW-103295,Fahaheel Branch,5,6.624,none,KAR-97711,
HW-103296,Rai Branch,1,17.150,none,,
HW-103297,Rai Branch,1,4.749,none,STA-83547,
HW-103298,Rai Branch,4,14.544,none,HIL-89909,
HW-103299,Rai Branch,3,21.848,none,HIL-65281,
HW-103300,Shuwaikh Main,3,KD 23.989,none,MAK-93415,
HW-103301,Shuwaikh Main,3,7.992,none,,
HW-103302,Fahaheel Branch,1,6.516,none,BLA-41228,
HW-103303,Ardiya Warehouse,1,20.710,none,TRU-68218,
HW-103304,Ardiya Warehouse,1,11.811,none,CRO-13554,
HW-103305,Rai Branch,2,24.465,none,GUL-7392,
HW-103306,Shuwaikh Main,2,17.364,none,DEW-51559,
HW-103307,Rai Branch,1,10.799,none,GUL-62939,
HW-103308,Rai Branch,4,13.397,batch,AL--23156,
HW-103309,Rai Branch,2,14.280,none,MAK-81416,
HW-103310,Fahaheel Branch,1,22.135,batch,TOL-73109,
HW-103311,Ardiya Warehouse,4,14.612,none,TOL-13454,
HW-103312,Shuwaikh Main,5,20.708,none,HIL-22110,
HW-103313,Fahaheel Branch,0,7.111,none,AL--8229,
HW-103314,Shuwaikh Main,0,137.858,none,KAR-21578,
HW-103315,Rai Branch,4,19.754,none,HIL-90171,
HW-103316,Fahaheel Branch,0,8.993,none,BOS-83724,
HW-103317,Ardiya Warehouse,5,KWD 22.798,none,MAK-59362,
HW-103318,Shuwaikh Main,4,16.510,none,,
HW-103319,Fahaheel Branch,4,141.517,batch,MET-84331,
HW-103320,Ardiya Warehouse,2,8.826,none,SAT-24338,
HW-103321,Rai Branch,2,KWD 18.058,none,GUL-68007,
HW-103322,Rai Branch,1,KWD 19.875,none,YAT-67328,
HW-103323,Shuwaikh Main,0,16.120,none,AL--13111,
HW-103324,Shuwaikh Main,0,68.392,none,HIT-9557,
HW-103325,Rai Branch,1,8.262,none,CRO-8964,
HW-103326,Shuwaikh Main,5,KD 10.056,none,MAK-78064,
HW-103327,Rai Branch,0,9.104,none,YAT-72684,
HW-103328,Ardiya Warehouse,1,20.376,none,HIL-78045,
HW-103329,Shuwaikh Main,4,10.717,none,SAT-64021,
HW-103330,Rai Branch,3,22.903,none,HIT-56779,
HW-103331,Fahaheel Branch,4,16.181,none,HIT-78122,
HW-103332,Shuwaikh Main,1,15.630,batch,TOL-29032,
HW-101381,Ardiya Warehouse,0,0.262,none,RID-32329,
HW-103334,Fahaheel Branch,3,KD 24.873,none,DEW-87346,
HW-103335,Rai Branch,5,4.611,none,SAT-7256,
HW-103336,Fahaheel Branch,3,5.350,batch,TOL-5752,
HW-103337,Rai Branch,1,11.711,none,TRU-8076,
HW-103338,Shuwaikh Main,2,5.780,none,AL--60540,
HW-103339,Fahaheel Branch,3,9.774,none,MAK-28336,
HW-103340,Shuwaikh Main,5,0.250,none,,
HW-103341,Ardiya Warehouse,5,KWD 19.533,none,,
HW-103342,Rai Branch,0,22.328,none,DEW-28848,
HW-103343,Ardiya Warehouse,4,5.900,none,TRU-46901,
HW-103344,Shuwaikh Main,0,2.605,none,KAR-30547,
HW-103345,Rai Branch,1,22.158,none,HIT-94609,
HW-103346,Fahaheel Branch,0,12.121,batch,KAR-86680,
HW-103347,Rai Branch,3,KWD 10.726,none,SAT-59784,
HW-103348,Fahaheel Branch,0,14.239,batch,TOL-81258,
HW-103349,Rai Branch,1,KWD 0.618,none,AL--24172,
HW-103350,Fahaheel Branch,2,7.450,batch,HIT-79440,
HW-103351,Rai Branch,5,1.022,none,DEW-69452,
HW-103352,Fahaheel Branch,5,9.262,none,RID-95875,
HW-103353,Shuwaikh Main,5,22.298,none,TOL-63381,
HW-103354,Rai Branch,1,20.413,batch,AL--93116,
HW-103355,Ardiya Warehouse,2,23.249,none,TOL-90904,
HW-103356,Fahaheel Branch,0,13.846,none,MET-30497,
HW-103357,Shuwaikh Main,3,KWD 21.735,none,ING-95896,
HW-103358,Rai Branch,1,8.964,none,RID-94325,
HW-103359,Shuwaikh Main,1,14.740,none,RID-81868,
HW-103360,Rai Branch,4,8.552,none,GUL-40623,
HW-103361,Ardiya Warehouse,5,12.856,none,YAT-97041,
HW-103362,Ardiya Warehouse,0,1.247,none,,
HW-103363,Rai Branch,3,KWD 6.334,none,GUL-37201,
HW-103364,Shuwaikh Main,2,8.572,none,TRU-79971,
HW-103365,Rai Branch,2,14.249,none,TRU-60396,
HW-103366,Ardiya Warehouse,0,11.985,none,DEW-2789,
HW-103367,Fahaheel Branch,5,5.891,none,GUL-58812,
HW-103368,Ardiya Warehouse,5,1.767,none,BOS-67338,
HW-103369,Shuwaikh Main,0,1.046,none,SAT-75993,
HW-103370,Ardiya Warehouse,1,21.293,none,SAT-66661,
HW-103371,Ardiya Warehouse,4,16.104,none,ING-79440,
HW-103372,Shuwaikh Main,0,13.966,none,CRO-38632,
HW-103373,Rai Branch,3,1.986,none,SAT-50587,
HW-103374,Rai Branch,1,17.339,none,BLA-16463,
HW-103375,Ardiya Warehouse,4,96.262,none,YAT-93404,
HW-103376,Ardiya Warehouse,0,3.682,none,SKI-74311,
HW-103377,Rai Branch,3,KD 17.569,none,KAR-31969,
HW-103378,Fahaheel Branch,0,6.870,none,YAT-9401,
HW-103379,Ardiya Warehouse,4,22.581,none,TOL-27404,
HW-103380,Fahaheel Branch,2,2.171,none,DEW-85236,
HW-103381,Ardiya Warehouse,0,KD 9.471,none,BLA-10132,
HW-103382,Shuwaikh Main,2,16.867,batch,RID-59181,
HW-103383,Fahaheel Branch,4,6.708,none,KAR-87988,
HW-103384,Ardiya Warehouse,1,12.075,none,BOS-8855,
HW-103385,Shuwaikh Main,3,17.361,none,AL--1437,
HW-103386,Ardiya Warehouse,5,13.316,none,TOT-62572,
HW-103387,Rai Branch,2,1.166,none,KAR-61494,
HW-103388,Ardiya Warehouse,5,15.143,none,SKI-4434,
HW-103389,Fahaheel Branch,5,KD 21.522,none,,
HW-103390,Shuwaikh Main,0,19.109,none,YAT-94820,
HW-103391,Fahaheel Branch,0,1.956,none,RID-75070,
HW-103392,Ardiya Warehouse,1,20.479,none,ING-90080,
HW-103393,Rai Branch,0,8.029,batch,DEW-71081,
HW-103394,Ardiya Warehouse,1,11.343,none,STA-60223,
HW-103395,Rai Branch,0,5.063,none,TOT-76866,
